deputy_id;name;party;ideologia_score_partido;ideologia_faixa_partido;campo_ideologico_partido;ideal_point_dim1;ideal_point_dim2;score_comportamental_0_10;score_calibrado_0_10;score_bancada_0_10;desvio_partido;direcao_desvio_partido;desvio_bancada;direcao_desvio_bancada;qtd_votos_validos;qtd_votacoes_usadas;confianca;confianca_faixa;score_comportamental_z
178964;Heitor Schuch;PSD;6.937;Centro-direita;direita;-0.5808;-0.2367;2.096;5.424;3.377;-1.513;mais a esquerda;-1.281;mais a esquerda;571;571;0.9002;alta;-0.733
141458;João Carlos Bacelar;PL;8.796;Extrema direita;direita;-0.5743;0.0489;2.129;5.448;7.079;-3.348;mais a esquerda;-4.95;mais a esquerda;534;534;0.9045;alta;-0.718
225730;Enfermeira Ana Paula;PODE;7.437;Direita;direita;-0.5684;0.0759;2.158;5.471;3.749;-1.966;mais a esquerda;-1.591;mais a esquerda;285;285;0.9158;alta;-0.705
220686;Duarte Jr.;AVANTE;6.473;Centro-direita;direita;-0.5616;-0.5721;2.192;5.496;3.124;-0.977;mais a esquerda;-0.932;mais a esquerda;933;933;0.851;alta;-0.691
220607;Max Lemos;PDT;3.855;Centro-esquerda;esquerda;-0.5601;0.018;2.199;5.502;2.054;1.647;mais a direita;0.145;alinhado;919;919;0.9249;alta;-0.688
74856;Laura Carneiro;PSD;6.937;Centro-direita;direita;-0.5597;0.0743;2.201;5.503;3.377;-1.434;mais a esquerda;-1.176;mais a esquerda;950;950;0.9168;alta;-0.687
160598;Flávia Morais;PDT;3.855;Centro-esquerda;esquerda;-0.5596;-0.2386;2.202;5.504;2.054;1.649;mais a direita;0.148;alinhado;729;729;0.8875;alta;-0.686
220614;Dr. Daniel Soranz;PSD;6.937;Centro-direita;direita;-0.5578;-0.1502;2.211;5.51;3.377;-1.427;mais a esquerda;-1.166;mais a esquerda;184;184;0.8098;media;-0.682
73806;Roseana Sarney;MDB;6.499;Centro-direita;direita;-0.5542;0.481;2.229;5.524;3.721;-0.975;mais a esquerda;-1.492;mais a esquerda;248;248;0.9637;alta;-0.675
73808;Sérgio Brito;PSD;6.937;Centro-direita;direita;-0.5478;0.2139;2.261;5.548;3.377;-1.389;mais a esquerda;-1.116;mais a esquerda;132;132;0.9242;alta;-0.661
204488;Célio Studart;PSD;6.937;Centro-direita;direita;-0.5463;-0.4956;2.269;5.554;3.377;-1.383;mais a esquerda;-1.108;mais a esquerda;632;632;0.8497;media;-0.657
160635;Ruy Carneiro;PODE;7.437;Direita;direita;-0.5404;-0.1823;2.298;5.576;3.749;-1.861;mais a esquerda;-1.451;mais a esquerda;726;726;0.8815;alta;-0.645
220664;Guilherme Uchoa;PSD;6.937;Centro-direita;direita;-0.5405;0.0585;2.298;5.575;3.377;-1.362;mais a esquerda;-1.079;mais a esquerda;860;860;0.8884;alta;-0.645
220591;Meire Serafim;UNIAO;8.485;Direita;direita;-0.5395;0.2257;2.302;5.579;4.15;-2.906;mais a esquerda;-1.848;mais a esquerda;813;813;0.9176;alta;-0.643
220581;Luciano Amaral;PSD;6.937;Centro-direita;direita;-0.5351;0.2429;2.324;5.595;3.377;-1.342;mais a esquerda;-1.053;mais a esquerda;900;900;0.93;alta;-0.633
178835;Afonso Motta;PDT;3.855;Centro-esquerda;esquerda;-0.5231;0.0378;2.384;5.641;2.054;1.786;mais a direita;0.33;alinhado;932;932;0.9067;alta;-0.607
220529;Gilson Daniel;PODE;7.437;Direita;direita;-0.5164;-0.0021;2.418;5.666;3.749;-1.771;mais a esquerda;-1.331;mais a esquerda;1006;1006;0.8996;alta;-0.593
204566;Marreca Filho;PRD;8.161;Direita;direita;-0.5108;0.1588;2.446;5.687;4.658;-2.474;mais a esquerda;-2.212;mais a esquerda;547;547;0.9013;alta;-0.58
220708;Gabriel Nunes;PSD;6.937;Centro-direita;direita;-0.5094;0.2299;2.453;5.692;3.377;-1.245;mais a esquerda;-0.924;mais a esquerda;940;940;0.9309;alta;-0.577
220586;Rafael Brito;MDB;6.499;Centro-direita;direita;-0.5082;0.0195;2.459;5.697;3.721;-0.802;mais a esquerda;-1.262;mais a esquerda;821;821;0.9062;alta;-0.575
198783;Emanuel Pinheiro Neto;PSD;6.937;Centro-direita;direita;-0.5069;0.1469;2.466;5.701;3.377;-1.236;mais a esquerda;-0.911;mais a esquerda;709;709;0.9224;alta;-0.572
225386;Renan Ferreirinha;PSD;6.937;Centro-direita;direita;-0.5058;0.1537;2.471;5.706;3.377;-1.231;mais a esquerda;-0.906;mais a esquerda;74;74;0.9595;alta;-0.569
182146;Wolmer Araújo;SOLIDARIEDADE;6.007;Centro-direita;direita;-0.4979;0.5002;2.51;5.735;3.363;-0.272;alinhado;-0.853;mais a esquerda;57;57;0.9649;alta;-0.552
212625;Dr. Gonçalo;PODE;7.437;Direita;direita;-0.498;0.3026;2.51;5.735;3.749;-1.702;mais a esquerda;-1.239;mais a esquerda;57;57;0.9298;alta;-0.553
178858;Mário Negromonte Jr.;PP;8.153;Direita;direita;-0.4924;0.275;2.538;5.756;4.218;-2.397;mais a esquerda;-1.68;mais a esquerda;781;781;0.927;alta;-0.54
204496;Celso Sabino;PDT;3.855;Centro-esquerda;esquerda;-0.4925;0.0183;2.538;5.756;2.054;1.901;mais a direita;0.483;alinhado;144;144;0.8958;alta;-0.541
204425;Silvio Costa Filho;REPUBLICANOS;8.333;Direita;direita;-0.4888;0.3443;2.556;5.769;3.731;-2.564;mais a esquerda;-1.175;mais a esquerda;121;121;0.9008;alta;-0.533
220670;Iza Arruda;MDB;6.499;Centro-direita;direita;-0.4881;0.248;2.56;5.772;3.721;-0.727;mais a esquerda;-1.161;mais a esquerda;761;761;0.9396;alta;-0.531
91228;Waldemar Oliveira;AVANTE;6.473;Centro-direita;direita;-0.481;0.4203;2.595;5.799;3.124;-0.674;mais a esquerda;-0.529;mais a esquerda;1087;1087;0.9384;alta;-0.515
204436;Isnaldo Bulhões Jr.;MDB;6.499;Centro-direita;direita;-0.4808;0.4871;2.596;5.8;3.721;-0.699;mais a esquerda;-1.125;mais a esquerda;300;300;0.9467;alta;-0.515
160666;Félix Mendonça Júnior;PDT;3.855;Centro-esquerda;esquerda;-0.4764;0.0342;2.618;5.816;2.054;1.961;mais a direita;0.564;mais a direita;896;896;0.9174;alta;-0.506
160553;Antonio Brito;PSD;6.937;Centro-direita;direita;-0.4734;0.3475;2.633;5.827;3.377;-1.11;mais a esquerda;-0.744;mais a esquerda;353;353;0.9603;alta;-0.499
73486;Pompeo de Mattos;PDT;3.855;Centro-esquerda;esquerda;-0.4729;-0.146;2.635;5.829;2.054;1.974;mais a direita;0.581;mais a direita;837;837;0.8877;alta;-0.498
143632;Domingos Neto;PSD;6.937;Centro-direita;direita;-0.4723;0.1413;2.638;5.831;3.377;-1.106;mais a esquerda;-0.739;mais a esquerda;533;533;0.94;alta;-0.497
228272;Délio Pinheiro;PDT;3.855;Centro-esquerda;esquerda;-0.4723;-0.2176;2.638;5.831;2.054;1.976;mais a direita;0.584;mais a direita;50;50;0.9;alta;-0.497
220687;Márcio Honaiser;PDT;3.855;Centro-esquerda;esquerda;-0.4699;0.1801;2.651;5.84;2.054;1.985;mais a direita;0.596;mais a direita;743;743;0.9354;alta;-0.491
220699;Castro Neto;PSD;6.937;Centro-direita;direita;-0.4695;0.3752;2.653;5.842;3.377;-1.095;mais a esquerda;-0.724;mais a esquerda;803;803;0.9402;alta;-0.491
220681;Fábio Macedo;PODE;7.437;Direita;direita;-0.4668;0.2851;2.666;5.852;3.749;-1.585;mais a esquerda;-1.083;mais a esquerda;664;664;0.9232;alta;-0.485
104552;Socorro Neri;PP;8.153;Direita;direita;-0.465;-0.4315;2.675;5.859;4.218;-2.294;mais a esquerda;-1.543;mais a esquerda;803;803;0.8493;media;-0.481
74090;Átila Lins;PSD;6.937;Centro-direita;direita;-0.4638;0.0762;2.681;5.863;3.377;-1.074;mais a esquerda;-0.696;mais a esquerda;674;674;0.9214;alta;-0.478
204550;Júnior Mano;PSB;3.589;Centro-esquerda;esquerda;-0.462;-0.0196;2.69;5.87;1.653;2.281;mais a direita;1.037;mais a direita;391;391;0.8465;media;-0.474
160161;Marcelo Queiroz;PSDB;6.759;Centro-direita;direita;-0.4584;0.2164;2.708;5.884;3.813;-0.875;mais a esquerda;-1.106;mais a esquerda;723;723;0.9295;alta;-0.466
220646;Felipe Becari;PODE;7.437;Direita;direita;-0.4555;-0.0908;2.722;5.894;3.749;-1.543;mais a esquerda;-1.026;mais a esquerda;641;641;0.8877;alta;-0.46
220694;Ricardo Maia;MDB;6.499;Centro-direita;direita;-0.4525;0.5105;2.738;5.906;3.721;-0.593;mais a esquerda;-0.983;mais a esquerda;813;813;0.9397;alta;-0.454
122158;Pedro Paulo;PSD;6.937;Centro-direita;direita;-0.4522;-0.028;2.739;5.907;3.377;-1.03;mais a esquerda;-0.638;mais a esquerda;523;523;0.8757;alta;-0.453
74079;José Priante;MDB;6.499;Centro-direita;direita;-0.4518;0.5219;2.741;5.908;3.721;-0.591;mais a esquerda;-0.98;mais a esquerda;499;499;0.9539;alta;-0.452
178886;Juscelino Filho;PSDB;6.759;Centro-direita;direita;-0.4503;0.3744;2.749;5.914;3.813;-0.845;mais a esquerda;-1.065;mais a esquerda;336;336;0.9524;alta;-0.449
204567;Raimundo Costa;PODE;7.437;Direita;direita;-0.4502;0.2616;2.749;5.914;3.749;-1.523;mais a esquerda;-1.0;mais a esquerda;690;690;0.9116;alta;-0.449
205476;Charles Fernandes;PSD;6.937;Centro-direita;direita;-0.4471;0.1199;2.764;5.926;3.377;-1.011;mais a esquerda;-0.613;mais a esquerda;814;814;0.9201;alta;-0.442
74374;Geraldo Resende;PSDB;6.759;Centro-direita;direita;-0.4425;-0.0322;2.788;5.943;3.813;-0.816;mais a esquerda;-1.026;mais a esquerda;871;871;0.8794;alta;-0.432
74317;Júlio Cesar;PSD;6.937;Centro-direita;direita;-0.4423;0.3616;2.789;5.944;3.377;-0.993;mais a esquerda;-0.588;mais a esquerda;715;715;0.9427;alta;-0.431
235088;Ribeiro Neto;SOLIDARIEDADE;6.007;Centro-direita;direita;-0.4404;-0.0968;2.798;5.951;3.363;-0.056;alinhado;-0.565;mais a esquerda;86;86;0.9419;alta;-0.427
220697;Jadyel Alencar;REPUBLICANOS;8.333;Direita;direita;-0.4387;0.4877;2.806;5.958;3.731;-2.375;mais a esquerda;-0.924;mais a esquerda;695;695;0.9338;alta;-0.424
220537;Helena Lima;MDB;6.499;Centro-direita;direita;-0.4383;0.1753;2.809;5.959;3.721;-0.54;mais a esquerda;-0.912;mais a esquerda;596;596;0.9228;alta;-0.423
74574;Paulo Magalhães;PSD;6.937;Centro-direita;direita;-0.4371;0.36;2.814;5.963;3.377;-0.974;mais a esquerda;-0.563;mais a esquerda;918;918;0.951;alta;-0.42
160629;Romero Rodrigues;PODE;7.437;Direita;direita;-0.4355;0.3407;2.822;5.969;3.749;-1.468;mais a esquerda;-0.927;mais a esquerda;908;908;0.9405;alta;-0.417
230957;João Cury;MDB;6.499;Centro-direita;direita;-0.4315;0.2455;2.843;5.985;3.721;-0.514;mais a esquerda;-0.878;mais a esquerda;342;342;0.9327;alta;-0.408
234673;Vanderlan Alves;REPUBLICANOS;8.333;Direita;direita;-0.4293;0.2227;2.853;5.993;3.731;-2.34;mais a esquerda;-0.878;mais a esquerda;123;123;0.8699;alta;-0.403
178884;Hildo Rocha;MDB;6.499;Centro-direita;direita;-0.4293;0.1603;2.853;5.993;3.721;-0.506;mais a esquerda;-0.867;mais a esquerda;509;509;0.8723;alta;-0.403
171139;Loreny;SOLIDARIEDADE;6.007;Centro-direita;direita;-0.4265;-0.0443;2.867;6.003;3.363;-0.004;alinhado;-0.496;alinhado;38;38;0.8947;alta;-0.397
220676;Andreia Siqueira;MDB;6.499;Centro-direita;direita;-0.4212;0.289;2.894;6.023;3.721;-0.476;alinhado;-0.827;mais a esquerda;731;731;0.9343;alta;-0.386
160510;Luis Tibé;AVANTE;6.473;Centro-direita;direita;-0.4203;0.4403;2.898;6.027;3.124;-0.446;alinhado;-0.226;alinhado;418;418;0.9426;alta;-0.384
220577;Augusto Puppio;MDB;6.499;Centro-direita;direita;-0.4187;0.6726;2.907;6.033;3.721;-0.466;alinhado;-0.814;mais a esquerda;606;606;0.9488;alta;-0.38
233218;Nelinho Freitas;MDB;6.499;Centro-direita;direita;-0.4182;0.8152;2.909;6.035;3.721;-0.464;alinhado;-0.812;mais a esquerda;92;92;0.9674;alta;-0.379
233598;Samuel Santos;PODE;7.437;Direita;direita;-0.4147;0.4506;2.927;6.048;3.749;-1.389;mais a esquerda;-0.822;mais a esquerda;155;155;0.9226;alta;-0.371
220691;Diego Coronel;REPUBLICANOS;8.333;Direita;direita;-0.4145;0.4659;2.927;6.048;3.731;-2.285;mais a esquerda;-0.803;mais a esquerda;953;953;0.9517;alta;-0.371
220622;Nely Aquino;PODE;7.437;Direita;direita;-0.4143;0.2813;2.929;6.049;3.749;-1.388;mais a esquerda;-0.82;mais a esquerda;758;758;0.9314;alta;-0.371
204431;Marcos Aurélio Sampaio;PSD;6.937;Centro-direita;direita;-0.4126;0.3817;2.937;6.056;3.377;-0.881;mais a esquerda;-0.44;alinhado;809;809;0.9604;alta;-0.367
143942;Caio Vianna;PSD;6.937;Centro-direita;direita;-0.4117;0.1702;2.942;6.059;3.377;-0.878;mais a esquerda;-0.435;alinhado;548;548;0.9361;alta;-0.365
92699;Fernando Monteiro;PSD;6.937;Centro-direita;direita;-0.4116;0.5589;2.942;6.059;3.377;-0.878;mais a esquerda;-0.435;alinhado;791;791;0.9406;alta;-0.365
204508;Igor Timo;PSD;6.937;Centro-direita;direita;-0.411;0.3392;2.945;6.062;3.377;-0.875;mais a esquerda;-0.432;alinhado;824;824;0.9466;alta;-0.364
220707;Amanda Gentil;PP;8.153;Direita;direita;-0.4094;0.5452;2.953;6.068;4.218;-2.085;mais a esquerda;-1.265;mais a esquerda;609;609;0.9458;alta;-0.36
220584;Murilo Galdino;REPUBLICANOS;8.333;Direita;direita;-0.408;0.7495;2.96;6.073;3.731;-2.26;mais a esquerda;-0.771;mais a esquerda;849;849;0.9611;alta;-0.357
220677;Keniston Braga;MDB;6.499;Centro-direita;direita;-0.4078;0.5656;2.961;6.074;3.721;-0.425;alinhado;-0.759;mais a esquerda;772;772;0.9339;alta;-0.356
160632;Zé Silva;SOLIDARIEDADE;6.007;Centro-direita;direita;-0.4062;0.353;2.969;6.08;3.363;0.073;alinhado;-0.394;alinhado;746;746;0.9477;alta;-0.353
204494;Fred Costa;PRD;8.161;Direita;direita;-0.4061;0.3208;2.97;6.08;4.658;-2.081;mais a esquerda;-1.688;mais a esquerda;378;378;0.963;alta;-0.353
220528;Dr. Victor Linhalis;PODE;7.437;Direita;direita;-0.4059;0.288;2.971;6.081;3.749;-1.356;mais a esquerda;-0.778;mais a esquerda;823;823;0.9149;alta;-0.352
235712;Vavá;AVANTE;6.473;Centro-direita;direita;-0.4051;0.2828;2.974;6.084;3.124;-0.389;alinhado;-0.15;alinhado;35;35;0.9714;alta;-0.351
141487;Luiz Fernando Faria;PSD;6.937;Centro-direita;direita;-0.405;0.419;2.975;6.084;3.377;-0.853;mais a esquerda;-0.402;alinhado;785;785;0.9439;alta;-0.351
220561;Delegada Katarina;PSD;6.937;Centro-direita;direita;-0.4051;0.1351;2.975;6.084;3.377;-0.853;mais a esquerda;-0.402;alinhado;943;943;0.9279;alta;-0.351
74044;Wilson Santiago;REPUBLICANOS;8.333;Direita;direita;-0.4042;0.9147;2.979;6.087;3.731;-2.246;mais a esquerda;-0.752;mais a esquerda;677;677;0.9468;alta;-0.349
160976;Tiririca;PSD;6.937;Centro-direita;direita;-0.4041;0.0204;2.98;6.088;3.377;-0.849;mais a esquerda;-0.397;alinhado;766;766;0.8943;alta;-0.348
220703;Neto Carletto;AVANTE;6.473;Centro-direita;direita;-0.4025;0.5629;2.988;6.094;3.124;-0.379;alinhado;-0.137;alinhado;864;864;0.9572;alta;-0.345
220539;Defensor Stélio Dener;UNIAO;8.485;Direita;direita;-0.4023;0.8935;2.988;6.094;4.15;-2.391;mais a esquerda;-1.162;mais a esquerda;995;995;0.9357;alta;-0.345
153423;Renilce Nicodemos;MDB;6.499;Centro-direita;direita;-0.4012;0.474;2.994;6.099;3.721;-0.4;alinhado;-0.726;mais a esquerda;640;640;0.9391;alta;-0.342
178832;Leandre;PSD;6.937;Centro-direita;direita;-0.3972;-0.0418;3.014;6.113;3.377;-0.824;mais a esquerda;-0.363;alinhado;37;37;0.973;alta;-0.333
160665;Augusto Coutinho;REPUBLICANOS;8.333;Direita;direita;-0.3944;0.594;3.028;6.124;3.731;-2.209;mais a esquerda;-0.703;mais a esquerda;879;879;0.9499;alta;-0.327
220660;Yury do Paredão;MDB;6.499;Centro-direita;direita;-0.3943;0.7131;3.029;6.124;3.721;-0.375;alinhado;-0.692;mais a esquerda;636;636;0.9135;alta;-0.327
220641;Rodrigo Gambale;PODE;7.437;Direita;direita;-0.3934;0.1876;3.033;6.128;3.749;-1.309;mais a esquerda;-0.716;mais a esquerda;907;907;0.9096;alta;-0.325
204557;Sidney Leite;PSD;6.937;Centro-direita;direita;-0.3915;-0.2747;3.042;6.135;3.377;-0.802;mais a esquerda;-0.335;alinhado;819;819;0.8034;media;-0.321
178989;Renata Abreu;PODE;7.437;Direita;direita;-0.3917;0.0877;3.042;6.134;3.749;-1.303;mais a esquerda;-0.707;mais a esquerda;641;641;0.9064;alta;-0.321
220701;Delegado Matheus Laiola;UNIAO;8.485;Direita;direita;-0.3914;0.0069;3.043;6.135;4.15;-2.35;mais a esquerda;-1.107;mais a esquerda;948;948;0.8987;alta;-0.321
217480;Jones Moura;PSD;6.937;Centro-direita;direita;-0.3914;0.4856;3.043;6.135;3.377;-0.802;mais a esquerda;-0.334;alinhado;135;135;0.9556;alta;-0.321
228042;Naumi Amorim;PSD;6.937;Centro-direita;direita;-0.391;0.3095;3.045;6.137;3.377;-0.8;mais a esquerda;-0.332;alinhado;24;24;0.9167;alta;-0.32
171623;Fabio Reis;PSD;6.937;Centro-direita;direita;-0.3893;0.12;3.053;6.143;3.377;-0.794;mais a esquerda;-0.324;alinhado;380;380;0.9368;alta;-0.316
123756;Antônia Lúcia;REPUBLICANOS;8.333;Direita;direita;-0.3888;0.9213;3.056;6.145;3.731;-2.188;mais a esquerda;-0.675;mais a esquerda;752;752;0.9548;alta;-0.315
204573;Otto Alencar Filho;PSD;6.937;Centro-direita;direita;-0.3883;0.1507;3.058;6.147;3.377;-0.79;mais a esquerda;-0.319;alinhado;715;715;0.9315;alta;-0.314
141408;Cleber Verde;MDB;6.499;Centro-direita;direita;-0.3862;0.6253;3.069;6.155;3.721;-0.344;alinhado;-0.651;mais a esquerda;886;886;0.9492;alta;-0.309
204549;AJ Albuquerque;PP;8.153;Direita;direita;-0.3832;0.6343;3.084;6.166;4.218;-1.987;mais a esquerda;-1.134;mais a esquerda;701;701;0.9629;alta;-0.303
204574;Junior Lourenço;PL;8.796;Extrema direita;direita;-0.3824;0.4941;3.088;6.169;7.079;-2.627;mais a esquerda;-3.991;mais a esquerda;531;531;0.9379;alta;-0.301
220669;Lula da Fonte;PP;8.153;Direita;direita;-0.3788;0.3696;3.106;6.182;4.218;-1.971;mais a esquerda;-1.112;mais a esquerda;773;773;0.9431;alta;-0.294
68720;Fábio Henrique;UNIAO;8.485;Direita;direita;-0.3782;-0.1486;3.109;6.185;4.15;-2.3;mais a esquerda;-1.041;mais a esquerda;56;56;0.9286;alta;-0.292
226837;Saulo Pedroso;PSD;6.937;Centro-direita;direita;-0.378;-0.0842;3.11;6.186;3.377;-0.751;mais a esquerda;-0.267;alinhado;626;626;0.8866;alta;-0.292
220536;Zé Haroldo Cathedral;PSD;6.937;Centro-direita;direita;-0.375;0.0326;3.125;6.197;3.377;-0.74;mais a esquerda;-0.252;alinhado;965;965;0.8943;alta;-0.285
160527;Aguinaldo Ribeiro;PP;8.153;Direita;direita;-0.3728;0.5577;3.136;6.205;4.218;-1.948;mais a esquerda;-1.082;mais a esquerda;575;575;0.967;alta;-0.28
74454;Eunício Oliveira;MDB;6.499;Centro-direita;direita;-0.3717;0.1787;3.142;6.209;3.721;-0.29;alinhado;-0.579;mais a esquerda;521;521;0.904;alta;-0.278
220635;Bruno Ganem;PODE;7.437;Direita;direita;-0.3713;-0.1009;3.143;6.211;3.749;-1.226;mais a esquerda;-0.605;mais a esquerda;919;919;0.8694;alta;-0.277
220675;Antônio Doido;MDB;6.499;Centro-direita;direita;-0.3712;0.7752;3.144;6.211;3.721;-0.288;alinhado;-0.576;mais a esquerda;843;843;0.9383;alta;-0.277
220713;Saullo Vianna;MDB;6.499;Centro-direita;direita;-0.371;0.1603;3.145;6.212;3.721;-0.287;alinhado;-0.575;mais a esquerda;475;475;0.9158;alta;-0.276
121948;Adriano do Baldy;PP;8.153;Direita;direita;-0.37;0.6536;3.15;6.216;4.218;-1.937;mais a esquerda;-1.068;mais a esquerda;886;886;0.9684;alta;-0.274
74065;Fatima Pelaes;REPUBLICANOS;8.333;Direita;direita;-0.3685;0.9296;3.157;6.221;3.731;-2.112;mais a esquerda;-0.573;mais a esquerda;140;140;0.9571;alta;-0.271
221339;Dr. Benjamim;UNIAO;8.485;Direita;direita;-0.3672;0.4503;3.164;6.226;4.15;-2.259;mais a esquerda;-0.986;mais a esquerda;404;404;0.9356;alta;-0.268
160518;Weliton Prado;SOLIDARIEDADE;6.007;Centro-direita;direita;-0.3666;-0.6334;3.167;6.229;3.363;0.222;alinhado;-0.196;alinhado;721;721;0.8211;media;-0.267
224117;Gabriel Mota;UNIAO;8.485;Direita;direita;-0.3654;0.9309;3.173;6.233;4.15;-2.252;mais a esquerda;-0.977;mais a esquerda;926;926;0.9546;alta;-0.264
74253;Julio Lopes;PP;8.153;Direita;direita;-0.3654;0.6622;3.173;6.233;4.218;-1.92;mais a esquerda;-1.045;mais a esquerda;686;686;0.9563;alta;-0.264
204422;Ossesio Silva;REPUBLICANOS;8.333;Direita;direita;-0.3653;0.9309;3.173;6.233;3.731;-2.1;mais a esquerda;-0.557;mais a esquerda;754;754;0.9708;alta;-0.264
141480;Lázaro Botelho;PP;8.153;Direita;direita;-0.3653;0.6508;3.174;6.233;4.218;-1.92;mais a esquerda;-1.044;mais a esquerda;674;674;0.9659;alta;-0.264
74467;Damião Feliciano;UNIAO;8.485;Direita;direita;-0.3649;0.2743;3.176;6.235;4.15;-2.25;mais a esquerda;-0.975;mais a esquerda;760;760;0.9276;alta;-0.263
226553;Eliane Braz;PSD;6.937;Centro-direita;direita;-0.3648;0.4255;3.176;6.235;3.377;-0.702;mais a esquerda;-0.201;alinhado;74;74;0.9595;alta;-0.263
204391;José Nelto;UNIAO;8.485;Direita;direita;-0.3614;0.0806;3.193;6.248;4.15;-2.237;mais a esquerda;-0.957;mais a esquerda;610;610;0.9164;alta;-0.256
122974;Pedro Lucas Fernandes;UNIAO;8.485;Direita;direita;-0.3587;0.286;3.206;6.258;4.15;-2.227;mais a esquerda;-0.944;mais a esquerda;693;693;0.9596;alta;-0.25
204408;Gustinho Ribeiro;REPUBLICANOS;8.333;Direita;direita;-0.3576;0.9333;3.212;6.262;3.731;-2.071;mais a esquerda;-0.519;mais a esquerda;852;852;0.9789;alta;-0.247
220592;Zezinho Barbary;PP;8.153;Direita;direita;-0.355;0.4141;3.225;6.272;4.218;-1.881;mais a esquerda;-0.993;mais a esquerda;777;777;0.9485;alta;-0.242
74696;Alberto Mourão;MDB;6.499;Centro-direita;direita;-0.3546;0.1224;3.227;6.273;3.721;-0.226;alinhado;-0.494;alinhado;275;275;0.9018;alta;-0.241
178934;Toninho Wandscheer;PP;8.153;Direita;direita;-0.3545;0.5215;3.227;6.274;4.218;-1.879;mais a esquerda;-0.991;mais a esquerda;929;929;0.9429;alta;-0.241
229939;Newton Bonin;UNIAO;8.485;Direita;direita;-0.3539;0.2009;3.231;6.276;4.15;-2.209;mais a esquerda;-0.92;mais a esquerda;113;113;0.9469;alta;-0.239
218086;Ely Santos;REPUBLICANOS;8.333;Direita;direita;-0.3521;0.936;3.24;6.283;3.731;-2.05;mais a esquerda;-0.491;alinhado;826;826;0.9673;alta;-0.235
178975;Baleia Rossi;MDB;6.499;Centro-direita;direita;-0.3514;0.3846;3.243;6.285;3.721;-0.214;alinhado;-0.478;alinhado;575;575;0.9478;alta;-0.234
77003;Sergio Santos Rodrigues;PODE;7.437;Direita;direita;-0.3514;0.4442;3.243;6.286;3.749;-1.151;mais a esquerda;-0.506;mais a esquerda;82;82;0.9634;alta;-0.234
141431;Fernando Coelho Filho;UNIAO;8.485;Direita;direita;-0.3506;0.4901;3.247;6.288;4.15;-2.197;mais a esquerda;-0.903;mais a esquerda;730;730;0.9603;alta;-0.232
178882;André Fufuca;PP;8.153;Direita;direita;-0.3501;0.7017;3.249;6.29;4.218;-1.863;mais a esquerda;-0.969;mais a esquerda;85;85;0.9412;alta;-0.231
227660;Nitinho;PSD;6.937;Centro-direita;direita;-0.3493;0.3691;3.254;6.293;3.377;-0.644;mais a esquerda;-0.123;alinhado;294;294;0.932;alta;-0.229
141421;Eduardo da Fonte;PP;8.153;Direita;direita;-0.349;0.3741;3.255;6.294;4.218;-1.859;mais a esquerda;-0.963;mais a esquerda;799;799;0.9424;alta;-0.229
220612;Bebeto;PP;8.153;Direita;direita;-0.3479;0.6973;3.26;6.299;4.218;-1.854;mais a esquerda;-0.958;mais a esquerda;985;985;0.9513;alta;-0.226
220674;Dra. Alessandra Haber;PODE;7.437;Direita;direita;-0.348;0.1623;3.26;6.298;3.749;-1.139;mais a esquerda;-0.489;alinhado;592;592;0.9358;alta;-0.227
160512;Aureo Ribeiro;SOLIDARIEDADE;6.007;Centro-direita;direita;-0.3471;0.3193;3.265;6.302;3.363;0.295;alinhado;-0.098;alinhado;747;747;0.9143;alta;-0.225
220695;Rogéria Santos;REPUBLICANOS;8.333;Direita;direita;-0.3465;0.938;3.267;6.304;3.731;-2.029;mais a esquerda;-0.463;alinhado;812;812;0.968;alta;-0.223
220714;Adail Filho;MDB;6.499;Centro-direita;direita;-0.3463;0.8694;3.268;6.304;3.721;-0.195;alinhado;-0.452;alinhado;927;927;0.9601;alta;-0.223
123086;Átila Lira;PP;8.153;Direita;direita;-0.3462;0.5007;3.269;6.305;4.218;-1.848;mais a esquerda;-0.949;mais a esquerda;970;970;0.9557;alta;-0.223
204456;Gutemberg Reis;MDB;6.499;Centro-direita;direita;-0.3457;0.4297;3.271;6.307;3.721;-0.192;alinhado;-0.449;alinhado;898;898;0.8898;alta;-0.222
143084;Tiago Dimas;PODE;7.437;Direita;direita;-0.3455;0.4545;3.273;6.308;3.749;-1.129;mais a esquerda;-0.476;alinhado;254;254;0.9409;alta;-0.221
178997;Moses Rodrigues;UNIAO;8.485;Direita;direita;-0.3451;0.5327;3.275;6.309;4.15;-2.176;mais a esquerda;-0.876;mais a esquerda;777;777;0.9665;alta;-0.22
230768;Zé Adriano;PP;8.153;Direita;direita;-0.3431;0.5207;3.284;6.316;4.218;-1.837;mais a esquerda;-0.934;mais a esquerda;443;443;0.9391;alta;-0.216
178831;André Abdon;PP;8.153;Direita;direita;-0.3426;0.6689;3.287;6.319;4.218;-1.834;mais a esquerda;-0.931;mais a esquerda;259;259;0.9691;alta;-0.215
141531;Rodrigo de Castro;UNIAO;8.485;Direita;direita;-0.342;0.3222;3.29;6.321;4.15;-2.164;mais a esquerda;-0.86;mais a esquerda;816;816;0.9412;alta;-0.214
220585;Mersinho Lucena;PSD;6.937;Centro-direita;direita;-0.3402;0.6652;3.299;6.328;3.377;-0.609;mais a esquerda;-0.078;alinhado;691;691;0.9653;alta;-0.21
