id_dep;uri_dep;nome;nomecivil;cpf
160544;https://dadosabertos.camara.leg.br/api/v2/deputados/160544;JUNJI ABE;JUNJI ABE;
74570;https://dadosabertos.camara.leg.br/api/v2/deputados/74570;JUTAHY JUNIOR;JUTAHY MAGALHÃES JÚNIOR;
178918;https://dadosabertos.camara.leg.br/api/v2/deputados/178918;KAIO MANIÇOBA;KAIO CESAR DE MOURA MANICOBA NOVAES FERRAZ;
160659;https://dadosabertos.camara.leg.br/api/v2/deputados/160659;KEIKO OTA;IOLANDA KEIKO MIASHIRO OTA;
178894;https://dadosabertos.camara.leg.br/api/v2/deputados/178894;LAUDIVIO CARVALHO;LAUDIVIO ALVARENGA CARVALHO;
141562;https://dadosabertos.camara.leg.br/api/v2/deputados/141562;LELO COIMBRA;WELINGTON COIMBRA;
141482;https://dadosabertos.camara.leg.br/api/v2/deputados/141482;LEONARDO QUINTÃO;LEONARDO LEMOS BARROS QUINTÃO;
160663;https://dadosabertos.camara.leg.br/api/v2/deputados/160663;LEOPOLDO MEYER;LEOPOLDO COSTA MEYER;
141483;https://dadosabertos.camara.leg.br/api/v2/deputados/141483;LINDOMAR GARÇON;LINDOMAR BARBOSA ALVES;
74277;https://dadosabertos.camara.leg.br/api/v2/deputados/74277;LOBBE NETO;ANTONIO ADOLPHO LOBBE NETO;
81366;https://dadosabertos.camara.leg.br/api/v2/deputados/81366;LUANA COSTA;LUANA MARIA DA SILVA COSTA;
160628;https://dadosabertos.camara.leg.br/api/v2/deputados/160628;LUCIANA SANTOS;LUCIANA BARBOSA DE OLIVEIRA SANTOS;
141484;https://dadosabertos.camara.leg.br/api/v2/deputados/141484;LÚCIO VALE;LÚCIO DUTRA VALE;
94931;https://dadosabertos.camara.leg.br/api/v2/deputados/94931;LUCIO VIEIRA LIMA;LÚCIO QUADROS VIEIRA LIMA;
73483;https://dadosabertos.camara.leg.br/api/v2/deputados/73483;LUIS CARLOS HEINZE;LUIS CARLOS HEINZE;
178802;https://dadosabertos.camara.leg.br/api/v2/deputados/178802;LUIZ CARLOS RAMOS;LUIZ CARLOS RAMOS;
178955;https://dadosabertos.camara.leg.br/api/v2/deputados/178955;LUIZ CLÁUDIO;LUIZ CLAUDIO PEREIRA ALVES;
74688;https://dadosabertos.camara.leg.br/api/v2/deputados/74688;LUIZ SÉRGIO;LUIZ SÉRGIO NÓBREGA DE OLIVEIRA;
198198;https://dadosabertos.camara.leg.br/api/v2/deputados/198198;LUZIA FERREIRA;LUZIA MARIA FERREIRA;
178867;https://dadosabertos.camara.leg.br/api/v2/deputados/178867;MACEDO;JOSE MARIA MACEDO JUNIOR;
178826;https://dadosabertos.camara.leg.br/api/v2/deputados/178826;MAJOR OLIMPIO;SERGIO OLIMPIO GOMES;
160633;https://dadosabertos.camara.leg.br/api/v2/deputados/160633;MANDETTA;LUIZ HENRIQUE MANDETTA;
141490;https://dadosabertos.camara.leg.br/api/v2/deputados/141490;MANOEL JUNIOR;MANOEL ALVES DA SILVA JUNIOR;
160565;https://dadosabertos.camara.leg.br/api/v2/deputados/160565;MARA GABRILLI;MARA CRISTINA GABRILLI;
160660;https://dadosabertos.camara.leg.br/api/v2/deputados/160660;MARCELO AGUIAR;MARCELO THEODORO DE AGUIAR;
178932;https://dadosabertos.camara.leg.br/api/v2/deputados/178932;MARCELO BELINATI;MARCELO BELINATI MARTINS;
74460;https://dadosabertos.camara.leg.br/api/v2/deputados/74460;MARCELO CASTRO;MARCELO COSTA E CASTRO;
195826;https://dadosabertos.camara.leg.br/api/v2/deputados/195826;MARCELO DELAROLI;MARCELO JANDRE DELAROLI;
76287;https://dadosabertos.camara.leg.br/api/v2/deputados/76287;MARCELO MATOS;MARCELO VIVIANI GONÇALVES;
74278;https://dadosabertos.camara.leg.br/api/v2/deputados/74278;MARCELO ORTIZ;FRANCISCO MARCELO ORTIZ FILHO;
178899;https://dadosabertos.camara.leg.br/api/v2/deputados/178899;MARCIO MONTEIRO;MARCIO CAMPOS MONTEIRO;
178942;https://dadosabertos.camara.leg.br/api/v2/deputados/178942;MARCO ANTÔNIO CABRAL;MARCO ANTONIO NEVES CABRAL;
160536;https://dadosabertos.camara.leg.br/api/v2/deputados/160536;MARCO TEBALDI;MARCO ANTONIO TEBALDI;
74470;https://dadosabertos.camara.leg.br/api/v2/deputados/74470;MARCONDES GADELHA;MARCONDES IRAN BENEVIDES GADELHA;
178880;https://dadosabertos.camara.leg.br/api/v2/deputados/178880;MARCOS ABRÃO;MARCOS ABRAO RORIZ SOARES DE CARVALHO;
74634;https://dadosabertos.camara.leg.br/api/v2/deputados/74634;MARCOS MEDRADO;MARCOS ANTONIO MEDRADO;
141500;https://dadosabertos.camara.leg.br/api/v2/deputados/141500;MARCOS MONTES;MARCOS MONTES CORDEIRO;
178852;https://dadosabertos.camara.leg.br/api/v2/deputados/178852;MARCOS REATEGUI;MARCOS JOSE REATEGUI SOUZA;
167722;https://dadosabertos.camara.leg.br/api/v2/deputados/167722;MARCOS ROGÉRIO;MARCOS ROGÉRIO DA SILVA BRITO;
178850;https://dadosabertos.camara.leg.br/api/v2/deputados/178850;MARCOS ROTTA;MARCOS SERGIO ROTTA;
159238;https://dadosabertos.camara.leg.br/api/v2/deputados/159238;Marcus Pestana;MARCUS VINÍCIUS CAETANO PESTANA DA SILVA;
74235;https://dadosabertos.camara.leg.br/api/v2/deputados/74235;MARCUS VICENTE;MARCUS ANTÔNIO VICENTE;
205297;https://dadosabertos.camara.leg.br/api/v2/deputados/205297;MARFIZA GALVÃO;MARFIZA DE LIMA GALVÃO;
64960;https://dadosabertos.camara.leg.br/api/v2/deputados/64960;MARIA HELENA;MARIA HELENA VERONESE RODRIGUES;
178919;https://dadosabertos.camara.leg.br/api/v2/deputados/178919;MARINALDO ROSENDO;MARINALDO ROSENDO DE ALBUQUERQUE;
74177;https://dadosabertos.camara.leg.br/api/v2/deputados/74177;MARINHA RAUPP;MARINHA CÉLIA ROCHA RAUPP DE MATOS;
181315;https://dadosabertos.camara.leg.br/api/v2/deputados/181315;MARQUINHO MENDES;MARCOS DA ROCHA MENDES;
74050;https://dadosabertos.camara.leg.br/api/v2/deputados/74050;MAURÍCIO QUINTELLA LESSA;MAURÍCIO QUINTELLA MALTA LESSA;
73588;https://dadosabertos.camara.leg.br/api/v2/deputados/73588;MAURO BENEVIDES;CARLOS MAURO CABRAL BENEVIDES;
141507;https://dadosabertos.camara.leg.br/api/v2/deputados/141507;MAURO MARIANI;MAURO MARIANI;
124411;https://dadosabertos.camara.leg.br/api/v2/deputados/124411;MAURO PEREIRA;MAURO PEREIRA;
178827;https://dadosabertos.camara.leg.br/api/v2/deputados/178827;MAX FILHO;MAX FREITAS MAURO FILHO;
141509;https://dadosabertos.camara.leg.br/api/v2/deputados/141509;MIGUEL CORRÊA;MIGUEL CORRÊA DA SILVA JÚNIOR;
74787;https://dadosabertos.camara.leg.br/api/v2/deputados/74787;MILTON MONTI;MILTON ANTONIO CASQUEL MONTI;
74862;https://dadosabertos.camara.leg.br/api/v2/deputados/74862;MIRO TEIXEIRA;MIRO TEIXEIRA;
178859;https://dadosabertos.camara.leg.br/api/v2/deputados/178859;MOEMA GRAMACHO;MOEMA ISABEL PASSOS GRAMACHO;
195278;https://dadosabertos.camara.leg.br/api/v2/deputados/195278;MOISÉS DINIZ;MOISES DINIZ LIMA;
74457;https://dadosabertos.camara.leg.br/api/v2/deputados/74457;MORONI TORGAN;MORONI BING TORGAN;
160567;https://dadosabertos.camara.leg.br/api/v2/deputados/160567;NELSON MARCHEZAN JUNIOR;NELSON MARCHEZAN JÚNIOR;
73553;https://dadosabertos.camara.leg.br/api/v2/deputados/73553;NELSON MARQUEZELLI;NELSON MARQUEZELLI;
73781;https://dadosabertos.camara.leg.br/api/v2/deputados/73781;NELSON MEURER;NELSON MEURER;
193069;https://dadosabertos.camara.leg.br/api/v2/deputados/193069;NELSON NAHIM;NELSON NAHIM MATHEUS DE OLIVEIRA;
160566;https://dadosabertos.camara.leg.br/api/v2/deputados/160566;NELSON PADOVANI;NELSON PADOVANI;
74751;https://dadosabertos.camara.leg.br/api/v2/deputados/74751;NILMÁRIO MIRANDA;NILMÁRIO DE MIRANDA;
166401;https://dadosabertos.camara.leg.br/api/v2/deputados/166401;NILSON LEITÃO;NILSON APARECIDO LEITÃO;
74359;https://dadosabertos.camara.leg.br/api/v2/deputados/74359;NILTON CAPIXABA;NILTON BALBINO;
74752;https://dadosabertos.camara.leg.br/api/v2/deputados/74752;ODELMO LEÃO;ODELMO LEÃO CARNEIRO SOBRINHO;
180545;https://dadosabertos.camara.leg.br/api/v2/deputados/180545;OSMAR BERTOLDI;OSMAR STUART BERTOLDI;
202063;https://dadosabertos.camara.leg.br/api/v2/deputados/202063;OSVALDO MAFRA;OSVALDO OLAVIO MAFRA;
193982;https://dadosabertos.camara.leg.br/api/v2/deputados/193982;PASTOR LUCIANO BRAGA;LUCIANO FRED BRAGA PENHA;
74017;https://dadosabertos.camara.leg.br/api/v2/deputados/74017;PAULO FEIJÓ;PAULO FERNANDO FEIJO TORRES;
141517;https://dadosabertos.camara.leg.br/api/v2/deputados/141517;PAULO HENRIQUE LUSTOSA;PAULO HENRIQUE ELLERY LUSTOSA DA COSTA;
132056;https://dadosabertos.camara.leg.br/api/v2/deputados/132056;PAULO MALUF;PAULO SALIM MALUF;
74812;https://dadosabertos.camara.leg.br/api/v2/deputados/74812;PEDRO CHAVES;PEDRO PINHEIRO CHAVES;
74449;https://dadosabertos.camara.leg.br/api/v2/deputados/74449;PEDRO FERNANDES;PEDRO FERNANDES RIBEIRO;
80920;https://dadosabertos.camara.leg.br/api/v2/deputados/80920;PENNA;JOSÉ LUIZ DE FRANÇA PENNA;
141445;https://dadosabertos.camara.leg.br/api/v2/deputados/141445;PEPE VARGAS;GILBERTO JOSÉ SPIER VARGAS;
195997;https://dadosabertos.camara.leg.br/api/v2/deputados/195997;POLLYANA GAMA;POLLYANA FATIMA GAMA SANTOS;
200153;https://dadosabertos.camara.leg.br/api/v2/deputados/200153;PROF. GEDEÃO AMORIM;GEDEAO TIMOTEO AMORIM;
170673;https://dadosabertos.camara.leg.br/api/v2/deputados/170673;PROFESSOR SÉRGIO DE OLIVEIRA;SERGIO PAULO DE OLIVEIRA;
148134;https://dadosabertos.camara.leg.br/api/v2/deputados/148134;PROFESSOR VICTÓRIO GALLI;VICTORIO GALLI FILHO;
74216;https://dadosabertos.camara.leg.br/api/v2/deputados/74216;RAIMUNDO GOMES DE MATOS;RAIMUNDO GOMES DE MATOS;
178998;https://dadosabertos.camara.leg.br/api/v2/deputados/178998;RAQUEL MUNIZ;TANIA RAQUEL DE QUEIROZ MUNIZ;
74048;https://dadosabertos.camara.leg.br/api/v2/deputados/74048;RAUL JUNGMANN;RAUL BELENS JUNGMANN PINTO;
73786;https://dadosabertos.camara.leg.br/api/v2/deputados/73786;REINHOLD STEPHANES;REINHOLD STEPHANES;
178960;https://dadosabertos.camara.leg.br/api/v2/deputados/178960;REMÍDIO MONAI;REMIDIO MONAI MONTESSI;
171620;https://dadosabertos.camara.leg.br/api/v2/deputados/171620;RENATO ANDRADE;RENATO BARBOSA DE ANDRADE;
141527;https://dadosabertos.camara.leg.br/api/v2/deputados/141527;RENATO MOLLING;RENATO DELMAR MOLLING;
160654;https://dadosabertos.camara.leg.br/api/v2/deputados/160654;RENZO BRAZ;RENZO DO AMARAL BRAZ;
195581;https://dadosabertos.camara.leg.br/api/v2/deputados/195581;RICARDO BENTINHO;RICARDO ANTONIO BUAINAIN DIAS;
141472;https://dadosabertos.camara.leg.br/api/v2/deputados/141472;RICARDO TRIPOLI;JOSÉ RICARDO ALVARENGA TRIPOLI;
73674;https://dadosabertos.camara.leg.br/api/v2/deputados/73674;ROBERTO BALESTRA;ROBERTO EGÍDIO BALESTRA;
141529;https://dadosabertos.camara.leg.br/api/v2/deputados/141529;ROBERTO BRITTO;ROBERTO PEREIRA DE BRITTO;
73805;https://dadosabertos.camara.leg.br/api/v2/deputados/73805;ROBERTO FREIRE;ROBERTO JOÃO PEREIRA FREIRE;
178995;https://dadosabertos.camara.leg.br/api/v2/deputados/178995;ROBERTO GÓES;ANTONIO ROBERTO RODRIGUES GÓES DA SILVA;
178944;https://dadosabertos.camara.leg.br/api/v2/deputados/178944;ROBERTO SALES;ROBERTO DA SILVA SALES;
160652;https://dadosabertos.camara.leg.br/api/v2/deputados/160652;ROBERTO TEIXEIRA;ROBERTO SÉRGIO RIBEIRO COUTINHO TEIXEIRA;
91208;https://dadosabertos.camara.leg.br/api/v2/deputados/91208;ROBINSON ALMEIDA;ROBINSON SANTOS ALMEIDA;
178840;https://dadosabertos.camara.leg.br/api/v2/deputados/178840;ROCHA;WHERLES FERNANDES DA ROCHA;
141532;https://dadosabertos.camara.leg.br/api/v2/deputados/141532;ROCHA LOURES;RODRIGO SANTOS DA ROCHA LOURES;
88950;https://dadosabertos.camara.leg.br/api/v2/deputados/88950;RODRIGO GARCIA;RODRIGO GARCIA;
178926;https://dadosabertos.camara.leg.br/api/v2/deputados/178926;RODRIGO MARTINS;RODRIGO RODRIGUES DE SOUZA MARTINS;
178897;https://dadosabertos.camara.leg.br/api/v2/deputados/178897;RODRIGO PACHECO;RODRIGO OTAVIO SOARES PACHECO;
141535;https://dadosabertos.camara.leg.br/api/v2/deputados/141535;ROGÉRIO MARINHO;ROGÉRIO SIMONETTI MARINHO;
160426;https://dadosabertos.camara.leg.br/api/v2/deputados/160426;ROGÉRIO ROSSO;ROGÉRIO SCHUMANN ROSSO;
198963;https://dadosabertos.camara.leg.br/api/v2/deputados/198963;ROGÉRIO SILVA;ROGÉRIO SILVA SANTOS;
141536;https://dadosabertos.camara.leg.br/api/v2/deputados/141536;RÔMULO GOUVEIA;RÔMULO JOSÉ DE GOUVEIA;
160515;https://dadosabertos.camara.leg.br/api/v2/deputados/160515;RONALDO BENEDET;RONALDO JOSÉ BENEDET;
160637;https://dadosabertos.camara.leg.br/api/v2/deputados/160637;RONALDO FONSECA;RONALDO FONSECA DE SOUZA;
178845;https://dadosabertos.camara.leg.br/api/v2/deputados/178845;RONALDO LESSA;RONALDO AUGUSTO LESSA SANTOS;
178870;https://dadosabertos.camara.leg.br/api/v2/deputados/178870;RÔNEY NEMER;RÔNEY TANIOS NEMER;
191684;https://dadosabertos.camara.leg.br/api/v2/deputados/191684;ROSÂNGELA CURADO;ROSANGELA APARECIDA DA SILVA BARROS;
146949;https://dadosabertos.camara.leg.br/api/v2/deputados/146949;ROSINHA DA ADEFAL;ROSEANE CAVALCANTE DE FREITAS ESTRELA;
141522;https://dadosabertos.camara.leg.br/api/v2/deputados/141522;SABINO CASTELO BRANCO;RAIMUNDO SABINO CASTELO BRANCO MAUÉS;
160630;https://dadosabertos.camara.leg.br/api/v2/deputados/160630;SÁGUAS MORAES;SÁGUAS MORAES SOUSA;
74372;https://dadosabertos.camara.leg.br/api/v2/deputados/74372;SANDES JÚNIOR;JOÃO SANDES JÚNIOR;
74762;https://dadosabertos.camara.leg.br/api/v2/deputados/74762;SARAIVA FELIPE;JOSÉ SARAIVA FELIPE;
74210;https://dadosabertos.camara.leg.br/api/v2/deputados/74210;SARNEY FILHO;JOSÉ SARNEY FILHO;
141542;https://dadosabertos.camara.leg.br/api/v2/deputados/141542;SÉRGIO MORAES;SÉRGIO IVAN MORAES;
178991;https://dadosabertos.camara.leg.br/api/v2/deputados/178991;SÉRGIO REIS;SERGIO BAVINI;
160612;https://dadosabertos.camara.leg.br/api/v2/deputados/160612;SERGIO ZVEITER;SERGIO ZVEITER;
160613;https://dadosabertos.camara.leg.br/api/v2/deputados/160613;SIBÁ MACHADO;SEBASTIÃO SIBÁ MACHADO OLIVEIRA;
74765;https://dadosabertos.camara.leg.br/api/v2/deputados/74765;SILAS BRASILEIRO;SILAS BRASILEIRO;
187008;https://dadosabertos.camara.leg.br/api/v2/deputados/187008;SILAS FREIRE;SILAS FREIRE PEREIRA E SILVA;
4930;https://dadosabertos.camara.leg.br/api/v2/deputados/4930;SILVIO COSTA;SÍLVIO SERAFIM COSTA;
73560;https://dadosabertos.camara.leg.br/api/v2/deputados/73560;SILVIO TORRES;SILVIO FRANÇA TORRES;
73424;https://dadosabertos.camara.leg.br/api/v2/deputados/73424;SIMÃO SESSIM;SIMÃO SESSIM;
178911;https://dadosabertos.camara.leg.br/api/v2/deputados/178911;SIMONE MORGADO;SIMONE MARIA MORGADO FERREIRA;
74385;https://dadosabertos.camara.leg.br/api/v2/deputados/74385;TAKAYAMA;HIDEKAZU TAKAYAMA;
73831;https://dadosabertos.camara.leg.br/api/v2/deputados/73831;TAMPINHA;José Augusto da Silva Curvo;
178898;https://dadosabertos.camara.leg.br/api/v2/deputados/178898;TENENTE LÚCIO;SERGIO LUCIO DE ALMEIDA;
160617;https://dadosabertos.camara.leg.br/api/v2/deputados/160617;THIAGO PEIXOTO;THIAGO MELLO PEIXOTO DA SILVEIRA;
160611;https://dadosabertos.camara.leg.br/api/v2/deputados/160611;TONINHO PINHEIRO;ANTÔNIO PINHEIRO JÚNIOR;
194340;https://dadosabertos.camara.leg.br/api/v2/deputados/194340;VAL AMÉLIO;AUDIVAL AMÉLIO DA SILVA NETO;
141384;https://dadosabertos.camara.leg.br/api/v2/deputados/141384;VALADARES FILHO;ANTÔNIO CARLOS VALADARES FILHO;
74010;https://dadosabertos.camara.leg.br/api/v2/deputados/74010;VALDIR COLATTO;VALDIR COLATTO;
113247;https://dadosabertos.camara.leg.br/api/v2/deputados/113247;VALMIR PRASCIDELLI;VALMIR PRASCIDELLI;
178913;https://dadosabertos.camara.leg.br/api/v2/deputados/178913;VENEZIANO VITAL DO RÊGO;VENEZIANO VITAL DO RÊGO SEGUNDO NETO;
74308;https://dadosabertos.camara.leg.br/api/v2/deputados/74308;VICENTE ARRUDA;VICENTE FERREIRA DE ARRUDA COELHO;
160622;https://dadosabertos.camara.leg.br/api/v2/deputados/160622;VICENTE CANDIDO;VICENTE CÂNDIDO DA SILVA;
92355;https://dadosabertos.camara.leg.br/api/v2/deputados/92355;VITOR PAULO;VITOR PAULO ARAÚJO DOS SANTOS;
178869;https://dadosabertos.camara.leg.br/api/v2/deputados/178869;VITOR VALIM;VITOR PEREIRA VALIM;
189593;https://dadosabertos.camara.leg.br/api/v2/deputados/189593;WADIH DAMOUS;WADIH NEMER DAMOUS FILHO;
137853;https://dadosabertos.camara.leg.br/api/v2/deputados/137853;WADSON RIBEIRO;WADSON NATHANIEL RIBEIRO;
141558;https://dadosabertos.camara.leg.br/api/v2/deputados/141558;WALDIR MARANHÃO;WALDIR MARANHÃO CARDOSO;
160631;https://dadosabertos.camara.leg.br/api/v2/deputados/160631;WALNEY ROCHA;WALNEY DA ROCHA CARVALHO;
141560;https://dadosabertos.camara.leg.br/api/v2/deputados/141560;WALTER IHOSHI;WALTER SHINDI IIHOSHI;
204760;https://dadosabertos.camara.leg.br/api/v2/deputados/204760;WASHINGTON CORAÇÃO VALENTE;WASHINGTON STECANELA CERQUEIRA;
160620;https://dadosabertos.camara.leg.br/api/v2/deputados/160620;WASHINGTON REIS;WASHINGTON REIS DE OLIVEIRA;
167493;https://dadosabertos.camara.leg.br/api/v2/deputados/167493;WEVERTON ROCHA;WEVERTON ROCHA MARQUES DE SOUSA;
141563;https://dadosabertos.camara.leg.br/api/v2/deputados/141563;WILLIAM WOO;WILLIAM BOSS WOO;
193066;https://dadosabertos.camara.leg.br/api/v2/deputados/193066;WILSON BESERRA;WILSON SILVA BESERRA;
160636;https://dadosabertos.camara.leg.br/api/v2/deputados/160636;WILSON FILHO;JOSÉ WILSON SANTIAGO FILHO;
73930;https://dadosabertos.camara.leg.br/api/v2/deputados/73930;WLADIMIR COSTA;WLADIMIR AFONSO DA COSTA RABELO;
199809;https://dadosabertos.camara.leg.br/api/v2/deputados/199809;XUXU DAL MOLIN;EDERSON DAL MOLIN;
73992;https://dadosabertos.camara.leg.br/api/v2/deputados/73992;YEDA CRUSIUS;YEDA RORATO CRUSIUS;
73931;https://dadosabertos.camara.leg.br/api/v2/deputados/73931;ZÉ GERALDO;JOSÉ GERALDO TORRES DA SILVA;
178902;https://dadosabertos.camara.leg.br/api/v2/deputados/178902;ZECA DO PT;JOSE ORCIRIO MIRANDA DOS SANTOS;
178949;https://dadosabertos.camara.leg.br/api/v2/deputados/178949;ZENAIDE MAIA;ZENAIDE MAIA CALADO PEREIRA DOS SANTOS;
141463;https://dadosabertos.camara.leg.br/api/v2/deputados/141463;ABELARDO CAMARINHA;JOSÉ ABELARDO GUIMARÃES CAMARINHA;
73764;https://dadosabertos.camara.leg.br/api/v2/deputados/73764;ABELARDO LUPION;ABELARDO LUIZ LUPION MELLO;
161907;https://dadosabertos.camara.leg.br/api/v2/deputados/161907;ACELINO POPÓ;ACELINO FREITAS;
160577;https://dadosabertos.camara.leg.br/api/v2/deputados/160577;ADRIAN;ADRIAN MUSSI RAMOS;
173269;https://dadosabertos.camara.leg.br/api/v2/deputados/173269;AKIRA OTSUBO;AKIRA OTSUBO;
73428;https://dadosabertos.camara.leg.br/api/v2/deputados/73428;ALDO REBELO;JOSÉ ALDO REBELO FIGUEIREDO;
74829;https://dadosabertos.camara.leg.br/api/v2/deputados/74829;ALEXANDRE CARDOSO;ALEXANDRE AGUIAR CARDOSO;
160579;https://dadosabertos.camara.leg.br/api/v2/deputados/160579;ALEXANDRE ROSO;ALEXANDRE RUBIO ROSO;
74830;https://dadosabertos.camara.leg.br/api/v2/deputados/74830;ALEXANDRE SANTOS;ALEXANDRE JOSÉ DOS SANTOS;
141374;https://dadosabertos.camara.leg.br/api/v2/deputados/141374;ALEXANDRE SILVEIRA;ALEXANDRE SILVEIRA DE OLIVEIRA;
169712;https://dadosabertos.camara.leg.br/api/v2/deputados/169712;ALEXANDRE TOLEDO;ALEXANDRE DE MELO TOLEDO;
116663;https://dadosabertos.camara.leg.br/api/v2/deputados/116663;ALFREDO SIRKIS;ALFREDO HELIO SYRKIS;
141375;https://dadosabertos.camara.leg.br/api/v2/deputados/141375;ALINE CORRÊA;ALINE LEMOS CORRÊA DE OLIVEIRA ANDRADE;
160626;https://dadosabertos.camara.leg.br/api/v2/deputados/160626;ALMEIDA LIMA;JOSÉ ALMEIDA LIMA;
160603;https://dadosabertos.camara.leg.br/api/v2/deputados/160603;AMAURI TEIXEIRA;AMAURI SANTOS TEIXEIRA;
174861;https://dadosabertos.camara.leg.br/api/v2/deputados/174861;AMIR LANDO;AMIR FRANCISCO LANDO;
141377;https://dadosabertos.camara.leg.br/api/v2/deputados/141377;ANA ARRAES;ANA LÚCIA ARRAES DE ALENCAR;
161905;https://dadosabertos.camara.leg.br/api/v2/deputados/161905;ANDRÉ DIAS;ANDRÉ TEIXEIRA DIAS;
141378;https://dadosabertos.camara.leg.br/api/v2/deputados/141378;ANDRE VARGAS;ANDRÉ LUIZ VARGAS ILÁRIO;
74377;https://dadosabertos.camara.leg.br/api/v2/deputados/74377;ANDRÉ ZACHAROW;ANDRÉ ZACHAROW;
160638;https://dadosabertos.camara.leg.br/api/v2/deputados/160638;ÂNGELO AGNOLIN;JOSELI ÂNGELO AGNOLIN;
141381;https://dadosabertos.camara.leg.br/api/v2/deputados/141381;ANGELO VANHONI;ANGELO CARLOS VANHONI;
73937;https://dadosabertos.camara.leg.br/api/v2/deputados/73937;ANSELMO DE JESUS;ANSELMO DE JESUS ABREU;
160539;https://dadosabertos.camara.leg.br/api/v2/deputados/160539;ANTHONY GAROTINHO;ANTHONY WILLIAM GAROTINHO MATHEUS DE OLIVEIRA;
141387;https://dadosabertos.camara.leg.br/api/v2/deputados/141387;ANTÔNIO ANDRADE;ANTÔNIO EUSTÁQUIO ANDRADE FERREIRA;
74058;https://dadosabertos.camara.leg.br/api/v2/deputados/74058;ANTONIO CARLOS MAGALHÃES NETO;ANTÔNIO CARLOS PEIXOTO DE MAGALHÃES NETO;
141390;https://dadosabertos.camara.leg.br/api/v2/deputados/141390;ANTÔNIO ROBERTO;ANTÔNIO ROBERTO SOARES;
74648;https://dadosabertos.camara.leg.br/api/v2/deputados/74648;ARACELY DE PAULA;ARACELY DE PAULA;
74405;https://dadosabertos.camara.leg.br/api/v2/deputados/74405;ARMANDO ABÍLIO;ARMANDO ABILIO VIEIRA;
160546;https://dadosabertos.camara.leg.br/api/v2/deputados/160546;ARMANDO VERGÍLIO;ARMANDO VERGÍLIO DOS SANTOS JÚNIOR;
160678;https://dadosabertos.camara.leg.br/api/v2/deputados/160678;ARTUR BRUNO;ARTUR JOSÉ VIEIRA BRUNO;
74222;https://dadosabertos.camara.leg.br/api/v2/deputados/74222;ASDRUBAL BENTES;ASDRÚBAL MENDES BENTES;
160680;https://dadosabertos.camara.leg.br/api/v2/deputados/160680;AUDIFAX;AUDIFAX CHARLES PIMENTEL BARCELOS;
160554;https://dadosabertos.camara.leg.br/api/v2/deputados/160554;BERINHO BANTIM;HERBSON JAIRO RIBEIRO BANTIM;
109152;https://dadosabertos.camara.leg.br/api/v2/deputados/109152;BERNARDO SANTANA DE VASCONCELLOS;BERNARDO DE VASCONCELLOS MOREIRA;
74321;https://dadosabertos.camara.leg.br/api/v2/deputados/74321;BETINHO ROSADO;CARLOS ALBERTO DE SOUSA ROSADO;
73478;https://dadosabertos.camara.leg.br/api/v2/deputados/73478;BETO ALBUQUERQUE;LUIZ ROBERTO DE ALBUQUERQUE;
74373;https://dadosabertos.camara.leg.br/api/v2/deputados/74373;BIFFI;ANTONIO CARLOS BIFFI;
141399;https://dadosabertos.camara.leg.br/api/v2/deputados/141399;BRIZOLA NETO;CARLOS DAUDT BRIZOLA;
141393;https://dadosabertos.camara.leg.br/api/v2/deputados/141393;BRUNO RODRIGUES;BRUNO CAMPELO RODRIGUES DE SOUZA;
168034;https://dadosabertos.camara.leg.br/api/v2/deputados/168034;CABO JULIANO RABELO;JULIANO DE SOUZA RABELO;
141395;https://dadosabertos.camara.leg.br/api/v2/deputados/141395;CAMILO COLA;CAMILO COLA;
141396;https://dadosabertos.camara.leg.br/api/v2/deputados/141396;CÂNDIDO VACCAREZZA;CÂNDIDO ELPÍDIO DE SOUZA VACCAREZZA;
160585;https://dadosabertos.camara.leg.br/api/v2/deputados/160585;CARLAILE PEDROSA;CARLAILE JESUS PEDROSA;
160584;https://dadosabertos.camara.leg.br/api/v2/deputados/160584;CARLINHOS ALMEIDA;CARLOS JOSE DE ALMEIDA;
74290;https://dadosabertos.camara.leg.br/api/v2/deputados/74290;CARLOS ALBERTO LERÉIA;CARLOS ALBERTO LERÉIA DA SILVA;
141402;https://dadosabertos.camara.leg.br/api/v2/deputados/141402;CARLOS BRANDÃO;CARLOS ORLEANS BRANDÃO JUNIOR;
160605;https://dadosabertos.camara.leg.br/api/v2/deputados/160605;CARLOS MAGNO;CARLOS MAGNO RAMOS;
179381;https://dadosabertos.camara.leg.br/api/v2/deputados/179381;CARLOS MARTINS;CARLOS EDUARDO CARDOSO MARTINS;
165583;https://dadosabertos.camara.leg.br/api/v2/deputados/165583;CARLOS ROBERTO;CARLOS ROBERTO DE CAMPOS;
160624;https://dadosabertos.camara.leg.br/api/v2/deputados/160624;CELIA ROCHA;CÉLIA MARIA BARBOSA ROCHA;
160664;https://dadosabertos.camara.leg.br/api/v2/deputados/160664;CESAR COLNAGO;CÉSAR ROBERTO COLNAGHI;
74379;https://dadosabertos.camara.leg.br/api/v2/deputados/74379;CEZAR SILVESTRI;CEZAR AUGUSTO CAROLLO SILVESTRI;
160634;https://dadosabertos.camara.leg.br/api/v2/deputados/160634;CHICO DAS VERDURAS;FRANCISCO VIEIRA SAMPAIO;
