id;data;siglaorgao;idevento;aprovacao;descricao
2224490-20;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2229543-23;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2288073-20;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2289353-26;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2291870-25;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2335242-19;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2376295-23;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
593008-32;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2153558-20;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2168141-20;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2172338-20;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2181677-22;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2198835-25;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2211957-19;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2224981-20;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2233362-20;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2236754-19;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2256201-17;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2256947-19;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2275316-23;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2292355-20;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2293235-20;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2298690-20;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2303566-20;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2334374-20;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2356506-19;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2381316-21;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2430196-19;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2434784-19;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2437440-25;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2442575-19;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2473051-18;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2539047-18;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2599839-13;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2208204-19;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2238166-21;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2313837-20;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2319584-20;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2396040-20;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2483178-18;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2526784-18;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2383541-19;2026-03-18;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3929/2019, por ter sido aprovado o REQ 1433/2026 que está apensado ao primeiro.
2394111-8;2026-03-18;PLEN;81344;true;Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).
2291805-45;2026-03-18;CCP;;true;Realizar o encaminhamento do PL-2611/2021 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.
2291805-46;2026-03-18;CCP;;true;Realizar o encaminhamento do PL-2611/2021 à CSAUDE (tramitação simultânea), em razão da aprovação de requerimento de urgência.
2291805-47;2026-03-18;CCP;;true;Realizar o encaminhamento do PL-2611/2021 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.
2291805-48;2026-03-18;CCP;;true;Realizar o encaminhamento do PL-2611/2021 à CPASF (tramitação simultânea), em razão da aprovação de requerimento de urgência.
2579791-17;2026-03-18;PLEN;81344;true;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 276; Não: 186; Total: 462."
603333-80;2026-03-18;PLEN;81344;true;Aprovado o Substitutivo ao Projeto de Lei nº 2.950, de 2015, adotado pelo relator da Comissão de Previdência, Assistência Social, Infância, Adolescência e Família.
603333-83;2026-03-18;PLEN;81344;true;Aprovada a Redação Final assinada pelo relator, Dep. Ricardo Galvão (REDE/SP).
2462009-57;2026-03-18;PLEN;81344;false;"Rejeitado o Requerimento. Sim: 116; Não: 311; Abstenção: 2; Total: 429."
2462009-60;2026-03-18;PLEN;81344;false;"Rejeitado o Requerimento. Sim: 125; Não: 297; Total: 422."
2610645-5;2026-03-18;PLEN;81344;false;"Rejeitado o Recurso nº 6/2026 contra parecer terminativo da Comissão de Constituição e Justiça e de Cidadania à Emenda de Plenário de nº 3 oferecida ao Projeto de Lei nº 3.880, de 2024 (Art. 132, § 2º C/C Art. 144, Caput, RICD). Sim: 152; Não: 254; Abstenção: 1; Total: 407."
2462009-70;2026-03-18;PLEN;81344;true;Aprovado o Substitutivo ao Projeto de Lei nº 3.880, de 2024, adotado pela relatora da Comissão de Constituição e Justiça e de Cidadania, ressalvado o destaque.
2462009-73;2026-03-18;PLEN;81344;false;"Rejeitado o Recurso nº 6/2026 contra parecer terminativo da Comissão de Constituição e Justiça e de Cidadania à Emenda de Plenário de nº 3 oferecida ao Projeto de Lei nº 3.880, de 2024 (Art. 132, § 2º C/C Art. 144, Caput, RICD). Sim: 152; Não: 254; Abstenção: 1; Total: 407."
2462009-79;2026-03-18;PLEN;81344;;"Mantido o texto. Sim: 232; Não: 151; Abstenção: 1; Total: 384."
2462009-81;2026-03-18;PLEN;81344;true;Aprovada a Redação Final assinada pela relatora, Dep. Silvye Alves (UNIÃO/GO).
2376169-88;2026-03-18;PLEN;81344;true;Aprovado o Substitutivo do Senado Federal ao Projeto de Lei nº 3.780, de 2023, com exceção dos dispositivos rejeitados.
2376169-90;2026-03-18;PLEN;81344;false;Rejeitados os dispositivos do Substitutivo do Senado Federal ao Projeto de Lei nº 3.780, de 2023, com parecer pela rejeição.
2376169-101;2026-03-18;PLEN;81344;;"Mantido o texto. Sim: 278; Não: 114; Abstenção: 2; Total: 394."
2376169-103;2026-03-18;PLEN;81344;true;Aprovada a Emenda de Redação.
2376169-105;2026-03-18;PLEN;81344;true;Aprovada a Redação Final assinada pelo Relator, Dep.Alfredo Gaspar (UNIÃO/AL).
2608215-2;2026-03-18;CPASF;81288;true;Aprovado o Requerimento.
2608771-2;2026-03-18;CPASF;81288;true;Aprovado o Requerimento.
2608741-2;2026-03-18;PL808514;81312;true;Aprovado o Requerimento, com a subscrição da Deputada Laura Carneiro
2607679-4;2026-03-18;PL808514;;true;Aprovado o requerimento nº 5/2026,do Sr. Aureo Ribeiro que requer audiência pública para debater a segurança no trânsito e a importância do exame psicotécnico com os seguintes convidados: . Dr. Roberto Douglas Moreira – Presidente da Associação dos Médicos do DETRAN do Brasil (AMDESP) e Dra. Daniela Monteiro de Barros, Consultora da Associação dos Psicólogos do Trânsito do Brasil (AMPETRA)
2609153-2;2026-03-18;PL808514;81312;true;Aprovado o Requerimento, com a subscrição da Deputada Laura Carneiro
2609155-2;2026-03-18;PL808514;81312;true;Aprovado o Requerimento, com a subscrição da Deputada Laura Carneiro
2609160-2;2026-03-18;PL808514;81312;true;Aprovado o Requerimento, com a subscrição da Deputada Laura Carneiro
2609175-2;2026-03-18;PL808514;81312;true;Aprovado o Requerimento, com a subscrição da Deputada Laura Carneiro
2609202-2;2026-03-18;PL808514;81312;true;Aprovado o Requerimento, com a subscrição da Deputada Laura Carneiro
2609152-3;2026-03-18;PL808514;81312;true;Aprovado o Requerimento, com alteração para incluir o convidado, Vilnei Pinheiro Sessim - Instituto Zero Acidente , Vice-presidente do Cetran - RS e diretor do Fecomercio, a pedido do Dep. Luiz Carlos Busato. Subscrito pela Deputada Laura Carneiro.
2609157-3;2026-03-18;PL808514;81312;true;Aprovado o Requerimento, com alteração para incluir o convidado, Vilnei Pinheiro Sessim - Instituto Zero Acidente , Vice-presidente do Cetran - RS e diretor do Fecomercio, a pedido do Dep. Luiz Carlos Busato. Subscrito pela Deputada Laura Carneiro.
2609330-3;2026-03-18;PL808514;81312;true;Aprovado o Requerimento, com alteração para incluir o convidado, Vilnei Pinheiro Sessim - Instituto Zero Acidente , Vice-presidente do Cetran - RS e diretor do Fecomercio, a pedido do Dep. Luiz Carlos Busato. Subscrito pela Deputada Laura Carneiro.
2609336-3;2026-03-18;PL808514;81312;true;Aprovado o Requerimento, com alteração para incluir o convidado, Vilnei Pinheiro Sessim - Instituto Zero Acidente , Vice-presidente do Cetran - RS e diretor do Fecomercio, a pedido do Dep. Luiz Carlos Busato. Subscrito pela Deputada Laura Carneiro.
2229552-74;2026-03-18;CPASF;81288;true;Aprovado o Parecer.
2512250-29;2026-03-18;CPASF;81288;true;Aprovado o Parecer.
2488594-21;2026-03-18;CPASF;81288;true;Aprovado o Parecer.
2450270-22;2026-03-18;CPASF;81288;true;Aprovado o Parecer.
2467664-26;2026-03-18;CPASF;81288;true;Aprovado o Parecer.
2470256-38;2026-03-18;CPASF;81288;true;Aprovado o Parecer.
2520003-31;2026-03-18;CCOM;81296;true;Submetido à votação, foi aprovado o Parecer.
2517840-38;2026-03-18;CPASF;81288;true;Aprovado o Parecer.
2375345-51;2026-03-18;CCOM;81296;true;Submetido à votação, foi aprovado o Parecer.
2608132-2;2026-03-18;CCOM;81296;true;Aprovado o Requerimento, subscrito pelos Deputados Julio Cesar Ribeiro e Gervásio Maia.
2561362-24;2026-03-18;CCOM;81296;true;Submetido à votação, foi aprovado o Parecer.
2459423-17;2026-03-18;CCOM;81296;true;Aprovado o Parecer.
2459498-17;2026-03-18;CCOM;81296;true;Aprovado o Parecer.
2459659-17;2026-03-18;CCOM;81296;true;Aprovado o Parecer.
2459672-17;2026-03-18;CCOM;81296;true;Aprovado o Parecer.
2459707-17;2026-03-18;CCOM;81296;true;Aprovado o Parecer.
2464028-23;2026-03-18;CCOM;81296;true;Aprovado o Parecer.
2467339-23;2026-03-18;CCOM;81296;true;Aprovado o Parecer.
2467613-23;2026-03-18;CCOM;81296;true;Aprovado o Parecer.
2481207-23;2026-03-18;CCOM;81296;true;Aprovado o Parecer.
2498595-23;2026-03-18;CCOM;81296;true;Aprovado o Parecer.
2498646-23;2026-03-18;CCOM;81296;true;Aprovado o Parecer.
2498653-23;2026-03-18;CCOM;81296;true;Aprovado o Parecer.
2243127-57;2026-03-18;CCOM;81296;true;Submetido à votação, foi aprovado o Parecer.
2497778-22;2026-03-18;CPASF;81288;true;Aprovado o Parecer.
2589327-24;2026-03-18;CCOM;81296;true;Submetido à votação, foi aprovado o Parecer.
2366530-29;2026-03-18;CPASF;81288;true;Aprovado o Parecer.
2527145-24;2026-03-18;CPASF;81288;true;Aprovado o Parecer.
2537922-22;2026-03-18;CPASF;81288;true;Aprovado o Parecer.
2607170-9;2026-03-19;PLEN;81378;true;Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).
2514763-31;2026-03-19;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 1316/2026.
2610759-7;2026-03-19;PLEN;81378;true;Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).
2083872-67;2026-03-19;PLEN;;true;Aprovado o requerimento nº 1497/2026,do Sr. Lucas Abrahao, que solicita urgência (art. 155) para o PL 6483/2025.
2171987-23;2026-03-19;PLEN;;true;Aprovado o requerimento nº 1497/2026,do Sr. Lucas Abrahao, que solicita urgência (art. 155) para o PL 6483/2025.
2192328-21;2026-03-19;PLEN;;true;Aprovado o requerimento nº 1497/2026,do Sr. Lucas Abrahao, que solicita urgência (art. 155) para o PL 6483/2025.
2195555-20;2026-03-19;PLEN;;true;Aprovado o requerimento nº 1497/2026,do Sr. Lucas Abrahao, que solicita urgência (art. 155) para o PL 6483/2025.
2220244-20;2026-03-19;PLEN;;true;Aprovado o requerimento nº 1497/2026,do Sr. Lucas Abrahao, que solicita urgência (art. 155) para o PL 6483/2025.
2229394-20;2026-03-19;PLEN;;true;Aprovado o requerimento nº 1497/2026,do Sr. Lucas Abrahao, que solicita urgência (art. 155) para o PL 6483/2025.
2234452-20;2026-03-19;PLEN;;true;Aprovado o requerimento nº 1497/2026,do Sr. Lucas Abrahao, que solicita urgência (art. 155) para o PL 6483/2025.
2441230-16;2026-03-19;PLEN;;true;Aprovado o requerimento nº 1497/2026,do Sr. Lucas Abrahao, que solicita urgência (art. 155) para o PL 6483/2025.
2584739-17;2026-03-19;PLEN;;true;Aprovado o requerimento nº 1497/2026,do Sr. Lucas Abrahao, que solicita urgência (art. 155) para o PL 6483/2025.
2083872-68;2026-03-19;CCP;;true;Realizar o encaminhamento do PL-5225/2016 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.
2083872-69;2026-03-19;CCP;;true;Realizar o encaminhamento do PL-5225/2016 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.
2083872-70;2026-03-19;CCP;;true;Realizar o encaminhamento do PL-5225/2016 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.
2083872-71;2026-03-19;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 6483/2025, por ter sido aprovado o REQ 1497/2026 que está apensado ao primeiro.
2171987-24;2026-03-19;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 6483/2025, por ter sido aprovado o REQ 1497/2026 que está apensado ao primeiro.
2192328-22;2026-03-19;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 6483/2025, por ter sido aprovado o REQ 1497/2026 que está apensado ao primeiro.
2195555-21;2026-03-19;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 6483/2025, por ter sido aprovado o REQ 1497/2026 que está apensado ao primeiro.
2220244-21;2026-03-19;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 6483/2025, por ter sido aprovado o REQ 1497/2026 que está apensado ao primeiro.
2229394-21;2026-03-19;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 6483/2025, por ter sido aprovado o REQ 1497/2026 que está apensado ao primeiro.
2234452-21;2026-03-19;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 6483/2025, por ter sido aprovado o REQ 1497/2026 que está apensado ao primeiro.
2441230-17;2026-03-19;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 6483/2025, por ter sido aprovado o REQ 1497/2026 que está apensado ao primeiro.
2584739-18;2026-03-19;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 6483/2025, por ter sido aprovado o REQ 1497/2026 que está apensado ao primeiro.
2597575-18;2026-03-19;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 1497/2026.
2485231-48;2026-03-19;PLEN;81378;true;Aprovado o Substitutivo ao Projeto de Lei nº 646, de 2025, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania.
2485231-51;2026-03-19;PLEN;81378;true;Aprovada a Redação Final assinada pelo relator, Dep. Duarte Jr. (PSB/MA).
2589373-35;2026-03-19;PLEN;81378;true;Aprovado o Projeto de Decreto Legislativo nº 1.023, de 2025.
2589373-37;2026-03-19;PLEN;81378;true;Aprovada a Redação Final, assinada pela relatora, Dep. Benedita da Silva (PT/RJ).
2596243-25;2026-03-19;PLEN;81378;true;Aprovado o Projeto de Decreto Legislativo nº 1.203, de 2025.
2596243-27;2026-03-19;PLEN;81378;true;Aprovada a Redação Final, assinada pela relatora, Dep. Denise Pessôa (PT/RS).
2581700-6;2026-03-24;CN;;true;Aprovado o parecer na Comissão Mista
2597570-9;2026-03-24;PLEN;81411;true;Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).
2603967-8;2026-03-24;PLEN;81411;true;Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).
2539231-26;2026-03-24;CCP;;true;Realizar o encaminhamento do PL-3675/2025 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.
2611327-7;2026-03-24;PLEN;81411;true;Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).
2415636-22;2026-03-24;PLEN;;true;Aprovado o requerimento nº 1578/2026,do Sr. Rodrigo Gambale, que solicita urgência (art. 155) para o PL 1054/2019.
2419973-20;2026-03-24;PLEN;;true;Aprovado o requerimento nº 1578/2026,do Sr. Rodrigo Gambale, que solicita urgência (art. 155) para o PL 1054/2019.
2405705-44;2026-03-24;CCP;;true;Realizar o encaminhamento do PL-1054/2019 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.
2405705-45;2026-03-24;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 1578/2026.
2419973-21;2026-03-24;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1054/2019, por ter sido aprovado o REQ 1578/2026 que está apensado ao primeiro.
2611328-7;2026-03-24;PLEN;81411;true;Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).
2611356-7;2026-03-24;PLEN;81411;true;Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).
2523788-27;2026-03-24;CCP;;true;Realizar o encaminhamento do PL-2805/2025 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.
2523788-35;2026-03-24;PLEN;81411;false;Rejeitada a Emenda de Plenário.
2523788-36;2026-03-24;PLEN;81411;true;Aprovado o Projeto de Lei nº 2.805, de 2025.
2523788-38;2026-03-24;PLEN;81411;true;Aprovada a Redação Final assinada pela relatora, Dep. Roberta Roma (PL-BA).
2593639-25;2026-03-24;PLEN;81411;true;Aprovado o Projeto de Lei nº 126, de 2025, ressalvado o destaque.
2593639-27;2026-03-24;PLEN;81411;;Mantido o texto.
2487399-53;2026-03-24;PLEN;81411;true;Aprovado o Substitutivo ao Projeto de Lei nº 1.069, de 2025, da Comissão do Esporte, ressalvado o destaque.
2487399-57;2026-03-24;PLEN;81411;;"Mantido o texto. Sim: 295; Não: 120; Abstenção: 1; Total: 416."
2487399-59;2026-03-24;PLEN;81411;true;Aprovada a Redação Final assinada pela relatora, Dep. Alice Portugal (PCdoB/BA).
2539231-32;2026-03-24;PLEN;81411;true;Aprovado o Projeto de Lei nº 3.675, de 2025.
2539231-34;2026-03-24;PLEN;81411;true;Aprovada a Redação Final assinada pela relatora, Dep. Helena Lima (MDB/RR).
2323053-53;2026-03-24;PLEN;81411;true;Aprovado o Projeto de Lei nº 5.189, de 2019.
2609140-3;2026-03-24;CSPCCO;81346;true;Aprovado o Requerimento.
2609162-3;2026-03-24;CSPCCO;81346;true;Aprovado o Requerimento.
2609178-3;2026-03-24;CSPCCO;81346;true;Aprovado o Requerimento.
2609258-3;2026-03-24;CSPCCO;81346;true;Aprovado o Requerimento.
2609259-3;2026-03-24;CSPCCO;81346;true;Aprovado o Requerimento.
2610679-3;2026-03-24;CSPCCO;81346;true;Aprovado o Requerimento.
2610858-3;2026-03-24;CSPCCO;81346;true;Aprovado o Requerimento.
2610860-3;2026-03-24;CSPCCO;81346;true;Aprovado o Requerimento.
2611003-3;2026-03-24;CSPCCO;81346;true;Aprovado o Requerimento.
2611006-3;2026-03-24;CSPCCO;81346;true;Aprovado o Requerimento.
2611014-3;2026-03-24;CSPCCO;81346;true;Aprovado o Requerimento.
2611015-3;2026-03-24;CSPCCO;81346;true;Aprovado o Requerimento.
2611016-3;2026-03-24;CSPCCO;81346;true;Aprovado o Requerimento.
2611170-4;2026-03-24;CSPCCO;81346;true;Aprovado o Requerimento.
2611171-3;2026-03-24;CSPCCO;81346;true;Aprovado o Requerimento.
2611174-3;2026-03-24;CSPCCO;81346;true;Aprovado o Requerimento.
2611177-3;2026-03-24;CSPCCO;81346;true;Aprovado o Requerimento.
2611180-3;2026-03-24;CSPCCO;81346;true;Aprovado o Requerimento.
2611189-3;2026-03-24;CSPCCO;81346;true;Aprovado o Requerimento.
2611239-3;2026-03-24;CSPCCO;81346;true;Aprovado o Requerimento.
2611248-3;2026-03-24;CSPCCO;81346;true;Aprovado o Requerimento.
2611271-2;2026-03-24;CSPCCO;81346;true;Aprovado o Requerimento.
2611144-3;2026-03-24;CPOVOS;81337;true;Aprovado o Requerimento.
2377351-38;2026-03-24;CSPCCO;81346;true;Aprovado o Parecer.
2562497-27;2026-03-24;CSPCCO;81346;true;Aprovado o Parecer.
2461137-41;2026-03-24;CSPCCO;81346;true;Aprovado o Parecer.
2487277-28;2026-03-24;CSPCCO;81346;true;Aprovado o Parecer.
2587210-27;2026-03-24;CSPCCO;81346;true;Aprovado o Parecer.
2457277-22;2026-03-24;CSPCCO;81346;true;Aprovado o Parecer, com o voto contrário do Dep. Kim Kataguiri (MISSÃO/SP).
2576644-22;2026-03-24;CSPCCO;81346;true;Aprovado o Parecer.
2515592-44;2026-03-24;CSPCCO;81346;true;Aprovado o Parecer.
2527169-26;2026-03-24;CSPCCO;81346;true;Aprovado o Parecer.
2565667-25;2026-03-24;CSPCCO;81346;true;Aprovado o Parecer.
2575034-22;2026-03-24;CSPCCO;81346;true;Aprovado o Parecer.
2610045-2;2026-03-24;PL308020;81372;true;Aprovado o Requerimento.
2611279-2;2026-03-24;PL308020;81372;true;Aprovado o Requerimento.
2582484-25;2026-03-24;CSPCCO;81346;true;Aprovado o Parecer.
2589424-24;2026-03-24;CSPCCO;81346;true;Aprovado o Parecer.
2596849-20;2026-03-24;CSPCCO;81346;true;Aprovado o Parecer.
2611462-3;2026-03-24;GTSUPLEM;81396;true;Aprovado o Relatório do Coordenador, Deputado Felipe Carreras.
2589912-6;2026-03-25;CN;;true;Aprovado o parecer na Comissão Mista
2610972-2;2026-03-25;CREDN;81397;true;Subscrito pelo deputado Sargento Fahur (PL/PR). Aprovado o Requerimento.
2611253-2;2026-03-25;CREDN;81397;true;Subscrito pelos deputados General Girão (PL/RN) e Sargento Fahur (PL/PR). Aprovado o Requerimento.
2609053-2;2026-03-25;CREDN;81397;true;Subscrito pelos deputados Evair Vieira de Melo (PP/ES), General Girão (PL/RN), General Pazuello (PL/RJ) e Sargento Fahur (PL/PR). Aprovado o Requerimento.
2609077-2;2026-03-25;CREDN;81397;true;Aprovado o Requerimento.
2609257-2;2026-03-25;CREDN;81397;true;Subscrito pelo deputado Sargento Fahur (PL/PR). Aprovado o Requerimento, com a inclusão do presidente da ADEPOL do Brasil, senhor Rodolfo Queiroz Laterza, como convidado.
2572489-18;2026-03-25;CREDN;81397;true;Aprovado o Parecer.
2253572-64;2026-03-25;CREDN;81397;true;Aprovado o Parecer.
2498157-31;2026-03-25;CREDN;81397;true;Aprovado o Parecer, com o voto contrário do deputado Alexandre Lindenmeyer (PT/RS).
2458398-30;2026-03-25;CREDN;81397;true;Aprovado o Parecer.
2314961-47;2026-03-25;CREDN;81397;true;Aprovado o Parecer.
