"id";"uri";"siglaTipo";"numero";"ano";"codTipo";"descricaoTipo";"ementa";"ementaDetalhada";"keywords";"dataApresentacao";"uriOrgaoNumerador";"uriPropAnterior";"uriPropPrincipal";"uriPropPosterior";"urlInteiroTeor";"urnFinal";"ultimoStatus_dataHora";"ultimoStatus_sequencia";"ultimoStatus_uriRelator";"ultimoStatus_idOrgao";"ultimoStatus_siglaOrgao";"ultimoStatus_uriOrgao";"ultimoStatus_regime";"ultimoStatus_descricaoTramitacao";"ultimoStatus_idTipoTramitacao";"ultimoStatus_descricaoSituacao";"ultimoStatus_idSituacao";"ultimoStatus_despacho";"ultimoStatus_apreciacao";"ultimoStatus_url"
"2482198";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482198";"REQ";"27";"2025";"441";"Requerimento de Moção";"Moção de Repúdio ao Presidente Lula pelo veto à pensão de crianças acometidas pelo Zika Vírus.";"";"";"2025-02-03T09:05:56";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849759";"";"2025-02-03T09:05:56";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Despacho do Presidente da Câmara dos Deputados (Chancela)";"1201";"Apresentação da REQ n. 27/2025 (Requerimento de Moção), pelo Deputado Messias Donato (REPUBLIC/ES), que ""Moção de Repúdio ao Presidente Lula pelo veto à pensão de crianças acometidas pelo Zika Vírus"".";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849759"
"2482199";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482199";"REQ";"28";"2025";"441";"Requerimento de Moção";"Moção de Repúdio à Resolução nº 258, de 23 de dezembro de 2024, publicada pelo Conselho Nacional dos Direitos da Criança e do Adolescente (Conanda), bem como às reiteradas ações do Governo Federal que buscam promover a legalização do aborto no Brasil, violando direitos fundamentais e afrontando os valores majoritários da sociedade brasileira";"";"";"2025-02-03T09:05:56";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849760";"";"2025-02-03T09:05:56";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Despacho do Presidente da Câmara dos Deputados (Chancela)";"1201";"Apresentação da REQ n. 28/2025 (Requerimento de Moção), pelo Deputado Messias Donato (REPUBLIC/ES), que ""Moção de Repúdio à Resolução nº 258, de 23 de dezembro de 2024, publicada pelo Conselho Nacional dos Direitos da Criança e do Adolescente (Conanda), bem como às reiteradas ações do Governo Federal que buscam promover a legalização do aborto no Brasil, violando direitos fundamentais e afrontando os valores majoritários da sociedade brasileira"".";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849760"
"2482200";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482200";"RIC";"33";"2025";"148";"Requerimento de Informação";"Solicita informações ao Ministro dos Transportes, Senhor Renan Filho, acerca da queda da ponte que liga os estados do Tocantins e do Maranhão, ocorrida no dia 22 de dezembro de 2024, e que culminou na morte de, no mínimo, nove pessoas.";"";"";"2025-02-02T19:44:24";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849761";"";"2025-04-15T00:00:00";"18";"https://dadosabertos.camara.leg.br/api/v2/deputados/178937";"5470";"1SECM";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5470";"";"Providência Interna - Comunicação de resposta ostensiva";"1056";"Aguardando Remessa ao Arquivo";"931";"Encaminhamento de resposta por meio do sistema Infoleg";"Indefinida";""
"2482201";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482201";"PDL";"21";"2025";"557";"Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo";"Susta os efeitos do Decreto de 19 de março de 2010, que declara de interesse social, para fins de reforma agrária, o imóvel rural denominado “Fazenda Floresta e Texas”, situado no Município de São Mateus, Estado do Espírito Santo, e dá outras providências.";"";"Sustação, Decreto, declaração, interesse social, Fazenda (propriedade rural), São Mateus (ES), Espírito Santo (Estado), finalidade, reforma agrária.";"2025-02-03T09:05:56";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849762";"";"2025-05-09T00:00:00";"27";"https://dadosabertos.camara.leg.br/api/v2/deputados/220557";"2003";"CCJC";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"Ordinário (Art. 151, III, RICD)";"Publicação de Proposição";"604";"Aguardando Designação de Relator(a)";"907";"Encaminhada à publicação. Parecer da Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural Publicado no DCD de 10/05/2025 PÁG 261, Letra A.";"Proposição Sujeita à Apreciação do Plenário";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2922973"
"2482202";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482202";"RIC";"34";"2025";"148";"Requerimento de Informação";"Solicita informações ao Ministro da Casa Civil da Presidência da República, Sr. Rui Costa, acerca das ações para a recomposição do quadro de servidores do Instituto Nacional do Seguro Social (INSS).";"";"";"2025-02-02T19:46:58";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849763";"";"2025-04-22T00:00:00";"19";"https://dadosabertos.camara.leg.br/api/v2/deputados/178937";"5470";"1SECM";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5470";"";"Providência Interna - Comunicação de resposta ostensiva";"1056";"Aguardando Remessa ao Arquivo";"931";"Encaminhamento de resposta por meio do sistema Infoleg";"Indefinida";""
"2482203";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482203";"REQ";"29";"2025";"441";"Requerimento de Moção";"Moção de Repúdio à Presidência da República pelo Veto ao Projeto de Lei nº 2.687 de 2022, que classifica o diabetes mellitus tipo 1 (DM1) como deficiência, para todos os efeitos legais.";"";"";"2025-02-03T09:05:56";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849764";"";"2025-02-03T09:05:56";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Despacho do Presidente da Câmara dos Deputados (Chancela)";"1201";"Apresentação da REQ n. 29/2025 (Requerimento de Moção), pelo Deputado Messias Donato (REPUBLIC/ES), que ""Moção de Repúdio à Presidência da República pelo Veto ao Projeto de Lei nº 2.687 de 2022, que classifica o diabetes mellitus tipo 1 (DM1) como deficiência, para todos os efeitos legais"".";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849764"
"2482204";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482204";"PDL";"22";"2025";"557";"Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo";"Susta a Instrução Normativa da Receita Federal do Brasil n.º 2.219, de 17 de setembro de 2024, que “dispõe sobre a obrigatoriedade de prestação de informações relativas às operações financeiras de interesse da Secretaria Especial da Receita Federal do Brasil na e-Financeira.";"";"Sustação, Instrução normativa, Secretaria Especial da Receita Federal do Brasil, obrigatoriedade, Instituição financeira, Instituição de pagamento (IP), Administradora de cartões de crédito, Prestação de informação, operação financeira, Pagamento Instantâneo (Pix).";"2025-02-03T09:05:56";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849765";"";"2025-03-20T00:00:00";"9";"";"4";"MESA";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"";"Arquivamento";"502";"Arquivada";"923";"Arquivado";"Anulada";""
"2482205";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482205";"INC";"12";"2025";"133";"Indicação";"Sugere ao Ministério da Justiça e Segurança Pública através da Secretaria Nacional do Consumidor (Senacon) a realização de Convênio com os Departamentos Estaduais de Trânsito (Detrans) para localização de proprietários de veículos equipados com airbags Takata defectuosos.";"";"";"2025-02-03T09:05:56";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849766";"";"2025-03-19T00:00:00";"14";"";"5470";"1SECM";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5470";"";"Remessa a Ministério";"138";"Aguardando Resposta";"921";"Remessa por meio do Ofício 1ªSec/I/E nº  41 e outros/2025, a Ministra de Estado da Secretaria de Relações Institucionais da Presidência da República.";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2869066"
"2482206";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482206";"RIC";"35";"2025";"148";"Requerimento de Informação";"Solicita informações ao Ministro do Trabalho e Emprego, Senhor Luiz Marinho, acerca das ações adotadas pela Pasta para a erradicação do trabalho análogo à escravidão no Brasil.";"";"";"2025-02-02T19:48:51";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849767";"";"2025-04-22T00:00:00";"19";"https://dadosabertos.camara.leg.br/api/v2/deputados/178937";"5470";"1SECM";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5470";"";"Providência Interna - Comunicação de resposta ostensiva";"1056";"Aguardando Remessa ao Arquivo";"931";"Encaminhamento de resposta por meio do sistema Infoleg";"Indefinida";""
"2482207";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482207";"PL";"40";"2025";"139";"Projeto de Lei";"Altera o art. 1º da Lei nº 7.716, de 5 de janeiro de 1989, para incluir a discriminação ou preconceito por misoginia e misandria no rol de práticas sujeitas à punição.";"";"Alteração, Lei Caó (1989), tipificação de conduta, misoginia, misandria.";"2025-02-03T09:05:56";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849768";"";"2025-04-01T00:00:00";"16";"";"4";"MESA";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"Ordinário (Art. 151, III, RICD)";"Retirada pelo(a) Autor(a)";"200";"Retirado pelo(a) Autor(a)";"950";"Retirado o PL n. 40/2025, em razão do deferimento do Requerimento n. REQ 838/2025, nos termos do artigo 104, caput, combinado com o artigo 114, VII, ambos do RICD.";"Proposição Sujeita à Apreciação do Plenário";""
"2482208";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482208";"REQ";"30";"2025";"354";"Requerimento de Voto de regozijo ou louvor";"Requer Moção de Louvor e Regozijo ao Oficial de Cartório Policial Iury Silva de Assis pelos excelentes serviços prestados ao estado do Rio de Janeiro.";"";"";"2025-02-03T09:08:54";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849769";"";"2025-02-11T00:00:00";"9";"";"4";"MESA";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"";"Publicação de Despacho";"605";"Tramitação Finalizada";"1285";"Publicação inicial no DCD do dia 12/02/2025";"Indefinida";""
"2482209";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482209";"REQ";"31";"2025";"354";"Requerimento de Voto de regozijo ou louvor";"Requer Moção de Louvor e Regozijo ao Inspetor de Polícia Jader Levi da Costa Marques pelos excelentes serviços prestados ao estado do Rio de Janeiro.";"";"";"2025-02-03T09:11:59";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849770";"";"2025-02-11T00:00:00";"9";"";"4";"MESA";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"";"Publicação de Despacho";"605";"Tramitação Finalizada";"1285";"Publicação inicial no DCD do dia 12/02/2025";"Indefinida";""
"2482210";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482210";"RIC";"36";"2025";"148";"Requerimento de Informação";"Solicita informações ao Senhor Ministro da Justiça e Segurança Pública, Ricardo Lewandowski, sobre a reclassificação indicativa de seriados de TV e seus critérios.";"";"";"2025-02-02T19:50:11";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849771";"";"2025-05-08T00:00:00";"19";"https://dadosabertos.camara.leg.br/api/v2/deputados/178937";"5470";"1SECM";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5470";"";"Providência Interna - Comunicação de resposta ostensiva";"1056";"Aguardando Remessa ao Arquivo";"931";"Encaminhamento de resposta por meio do sistema Infoleg";"Indefinida";""
"2482211";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482211";"RIC";"37";"2025";"148";"Requerimento de Informação";"Solicita informações ao Ministro da Fazenda, Senhor Fernando Haddad, a respeito do déficit apurado no ano de 2024 em relação às empresas estatais federais.";"";"";"2025-02-02T19:52:11";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849772";"";"2025-04-22T00:00:00";"19";"https://dadosabertos.camara.leg.br/api/v2/deputados/178937";"5470";"1SECM";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5470";"";"Providência Interna - Comunicação de resposta ostensiva";"1056";"Aguardando Remessa ao Arquivo";"931";"Encaminhamento de resposta por meio do sistema Infoleg";"Indefinida";""
"2482212";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482212";"RIC";"38";"2025";"148";"Requerimento de Informação";"Solicita informações ao Ministro da Defesa, Senhor José Múcio Monteiro Filho, acerca da criação de estatal subsidiária da NAV Brasil, na forma da Lei n. 15.083/2025.";"";"";"2025-02-02T19:54:23";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849773";"";"2025-04-22T00:00:00";"19";"https://dadosabertos.camara.leg.br/api/v2/deputados/178937";"5470";"1SECM";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5470";"";"Providência Interna - Comunicação de resposta ostensiva";"1056";"Aguardando Remessa ao Arquivo";"931";"Encaminhamento de resposta por meio do sistema Infoleg";"Indefinida";""
"2482213";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482213";"REQ";"32";"2025";"354";"Requerimento de Voto de regozijo ou louvor";"Requer Moção de Louvor e Regozijo a Comissário de Polícia Janaína dos Santos Saraiva pelos excelentes serviços prestados ao estado do Rio de Janeiro.";"";"";"2025-02-03T09:17:06";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849774";"";"2025-02-11T00:00:00";"9";"";"4";"MESA";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"";"Publicação de Despacho";"605";"Tramitação Finalizada";"1285";"Publicação inicial no DCD do dia 12/02/2025";"Indefinida";""
"2482214";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482214";"RIC";"39";"2025";"148";"Requerimento de Informação";"Solicita informações ao Ministro da Casa Civil da Presidência da República, Senhor Rui Costa, a respeito do suposto “gabinete paralelo” da Primeira-Dama do Brasil, Senhora Rosângela Lula da Silva.";"";"";"2025-02-02T19:59:26";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849776";"";"2025-04-22T00:00:00";"19";"https://dadosabertos.camara.leg.br/api/v2/deputados/178937";"5470";"1SECM";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5470";"";"Providência Interna - Comunicação de resposta ostensiva";"1056";"Aguardando Remessa ao Arquivo";"931";"Encaminhamento de resposta por meio do sistema Infoleg";"Indefinida";""
"2482215";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482215";"PL";"42";"2025";"139";"Projeto de Lei";"Acrescenta o Inciso IV ao caput do art. 1.814 da Lei nº 10.406, de 10 de janeiro de 2002, Código Civil, para estabelecer hipóteses de indignidade sucessória aos autores de crime de ofensa à integridade física decorrente de violência doméstica, de abandono de incapaz ou de violação da obrigação de alimentos contra a pessoa de cuja sucessão se tratar, e dá outras providências.";"";"Alteração, Código Civil (2002), herança, exclusão da sucessão por indignidade, autor (direito penal), violência sexual, violência doméstica, abandono de incapaz, violação,  pensão alimentícia, vítima, autor da herança.";"2025-02-03T09:13:25";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237848";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849777";"";"2026-05-08T12:39:00";"17";"";"539387";"CPASF";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539387";"Ordinário (Art. 151, III, RICD)";"Notificacao para Publicação Intermediária";"1050";"Tramitando em Conjunto";"925";"Designada Relatora, Dep. Chris Tonietto (PL-RJ), para o PL 8205/2017, ao qual esta proposição está apensada.";"Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II";""
"2482216";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482216";"INC";"13";"2025";"133";"Indicação";"Sugere a senhora SIMONE NASSAR TEBET, Ministra de Estado do Planejamento e Orçamento que: em articulação com a Presidência da República, permita via SIOP que os parlamentares do Estado do Tocantins/TO e do Estado do Maranhão/MA, autores de emenda individual (RP 6), possam priorizar a liberação do pagamento das propostas cadastradas para atendimento dos recursos financeiros de custeio (GND-3) e investimentos (GND-4) da ação 0EC2 – Transferências Especiais do Orçamento Geral da União/2025, aos Municípios de Aguiarnópolis/TO e Estreito/MA.";"";"";"2025-02-03T09:18:30";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849779";"";"2025-03-19T00:00:00";"14";"";"5470";"1SECM";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5470";"";"Remessa a Ministério";"138";"Aguardando Resposta";"921";"Remessa por meio do Ofício 1ªSec/I/E nº  41 e outros/2025, a Ministra de Estado da Secretaria de Relações Institucionais da Presidência da República.";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2869066"
"2482217";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482217";"PL";"43";"2025";"139";"Projeto de Lei";"Inclui artigo na Lei nº 7.210, de 11 de julho de 1984, Lei de Execução Penal, para dispor sobre reembolso, pela União, aos entes federados, no caso de execução de pena, em estabelecimento penitenciário estadual ou do Distrito Federal, decorrente de decisão da Justiça Federal, e dá outras providências.";"";"Alteração, Lei de Execução Penal (1984), obrigatoriedade, União, ressarcimento, hipótese, cumprimento, decisão judicial, Justiça federal, execução penal, pena privativa de liberdade, estabelecimento penal, ente federado.";"2025-02-03T09:13:25";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849781";"";"2026-03-18T00:00:00";"30";"https://dadosabertos.camara.leg.br/api/v2/deputados/220538";"2010";"CFT";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"Ordinário (Art. 151, III, RICD)";"Publicação de Proposição";"604";"Aguardando Designação de Relator(a)";"907";"Encaminhada à publicação. Parecer da Comissão de Segurança Pública e Combate ao Crime Organizado Publicado em avulso e no DCD de 19/03/2026, Letra A.";"Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II";""
"2482218";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482218";"REQ";"33";"2025";"354";"Requerimento de Voto de regozijo ou louvor";"Requer Moção de Louvor e Regozijo ao Inspetor de Polícia João Gabriel Barbosa da Silva pelos excelentes serviços prestados ao estado do Rio de Janeiro.";"";"";"2025-02-03T09:19:05";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849782";"";"2025-02-11T00:00:00";"9";"";"4";"MESA";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"";"Publicação de Despacho";"605";"Tramitação Finalizada";"1285";"Publicação inicial no DCD do dia 12/02/2025";"Indefinida";""
"2482219";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482219";"REQ";"34";"2025";"354";"Requerimento de Voto de regozijo ou louvor";"Requer Moção de Louvor e Regozijo ao Oficial de Cartório Policial José Luiz Freitas de Oliveira pelos excelentes serviços prestados ao estado do Rio de Janeiro.";"";"";"2025-02-03T09:21:20";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849783";"";"2025-02-11T00:00:00";"9";"";"4";"MESA";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"";"Publicação de Despacho";"605";"Tramitação Finalizada";"1285";"Publicação inicial no DCD do dia 12/02/2025";"Indefinida";""
"2482220";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482220";"PL";"44";"2025";"139";"Projeto de Lei";"Dispõe sobre os critérios a serem adotados para diagnóstico da obesidade para fins de acesso a políticas e serviços públicos de saúde, e dá outras providências.";"";"Diretrizes, diagnóstico de saúde, obesidade, acesso, política pública, rede pública de saúde, Sistema Único de Saúde (SUS).";"2025-02-03T09:13:25";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849785";"";"2025-06-26T13:03:00";"17";"https://dadosabertos.camara.leg.br/api/v2/deputados/204351";"2014";"CSAUDE";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"Ordinário (Art. 151, III, RICD)";"Encerramento de Prazo";"600";"Aguardando Parecer";"915";"Encerrado o prazo de 5 sessões para apresentação de emendas ao projeto (de 12/06/2025 a 26/06/2025). Não foram apresentadas emendas.";"Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II";""
"2482221";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482221";"RIC";"40";"2025";"148";"Requerimento de Informação";"Requer informações ao Ministro da Defesa, sobre as razões da indisponibilidade do sistema SisGCorp e a utilização da verba destinada à manutenção do sistema.";"";"";"2025-02-03T08:10:35";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849786";"";"2025-04-22T00:00:00";"19";"https://dadosabertos.camara.leg.br/api/v2/deputados/178937";"5470";"1SECM";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5470";"";"Providência Interna - Comunicação de resposta ostensiva";"1056";"Aguardando Remessa ao Arquivo";"931";"Encaminhamento de resposta por meio do sistema Infoleg";"Indefinida";""
"2482222";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482222";"REQ";"35";"2025";"356";"Requerimento de Convocação de Ministro de Estado no Plenário (art. 50, CF)";"Solicita que seja convocada a Excelentíssima Senhora Ministra do Planejamento e Orçamento, Simone Nassar Tebet, para prestar esclarecimentos a respeito da crise no Instituto Brasileiro de Geografia e Estatística (IBGE) onde diretores pediram exoneração, e servidores expressam insatisfação com a gestão do atual presidente.";"";"";"2025-02-03T09:23:02";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849787";"";"2025-02-03T09:23:02";"1";"";"100061";"NAJUR(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100061";"";"Apresentação de Proposição";"100";"Aguardando Autorização do Despacho";"1200";"Apresentação do REQ n. 35/2025 (Requerimento de Convocação de Ministro de Estado no Plenário (art. 50, CF)), pelo Deputado Gustavo Gayer (PL/GO), que ""Solicita que seja convocada a Excelentíssima Senhora Ministra do Planejamento e Orçamento, Simone Nassar Tebet, para prestar esclarecimentos a respeito da crise no Instituto Brasileiro de Geografia e Estatística (IBGE) onde diretores pediram exoneração, e servidores expressam insatisfação com a gestão do atual presidente"".";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849787"
"2482223";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482223";"PL";"45";"2025";"139";"Projeto de Lei";"Acrescenta o art. 39 A à Lei n° 8.078, de 11 de setembro de 1990, para dispor sobre a obrigatoriedade do troco na prestação de serviços ou compra e venda de produtos, e dá outras providências.";"";"Alteração, Código de Defesa do Consumidor (1990), obrigatoriedade, troco, prestação de serviços, compra, venda, produtos, diretrizes.";"2025-02-03T09:13:25";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199760";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849788";"";"2026-03-13T18:57:00";"22";"";"2004";"CDC";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2004";"Ordinário (Art. 151, III, RICD)";"Notificacao para Publicação Intermediária";"1050";"Tramitando em Conjunto";"925";"Designada Relatora, Dep. Julia Zanatta (PL-SC), para o PL 2600/2019, ao qual esta proposição está apensada.";"Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II";""
"2482224";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482224";"REQ";"36";"2025";"356";"Requerimento de Convocação de Ministro de Estado no Plenário (art. 50, CF)";"Solicita que seja convocado o Excelentíssimo Senhor Ministro da Educação, para prestar esclarecimentos a respeito de como a pasta está fiscalizando e atuando em relação as diversas apresentações artísticas realizadas por instituições de ensino públicas e privadas, com conteúdo que despeita os valores familiares e morais da sociedade.";"";"";"2025-02-03T09:23:02";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849789";"";"2025-02-03T09:23:02";"1";"";"100061";"NAJUR(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100061";"";"Apresentação de Proposição";"100";"Aguardando Autorização do Despacho";"1200";"Apresentação do REQ n. 36/2025 (Requerimento de Convocação de Ministro de Estado no Plenário (art. 50, CF)), pelo Deputado Gustavo Gayer (PL/GO), que ""Solicita que seja convocado o Excelentíssimo Senhor Ministro da Educação, para prestar esclarecimentos a respeito de como a pasta está fiscalizando e atuando em relação as diversas apresentações artísticas realizadas por instituições de ensino públicas e privadas, com conteúdo que despeita os valores familiares e morais da sociedade. "".";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2849789"
