"id";"uri";"data";"dataHoraRegistro";"idOrgao";"uriOrgao";"siglaOrgao";"idEvento";"uriEvento";"aprovacao";"votosSim";"votosNao";"votosOutros";"descricao";"ultimaAberturaVotacao_dataHoraRegistro";"ultimaAberturaVotacao_descricao";"ultimaApresentacaoProposicao_dataHoraRegistro";"ultimaApresentacaoProposicao_descricao";"ultimaApresentacaoProposicao_idProposicao";"ultimaApresentacaoProposicao_uriProposicao"
"2345236-31";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2345236-31";"2023-03-27";"2023-03-27T20:06:52";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"67389";"https://dadosabertos.camara.leg.br/api/v2/eventos/67389";"0";"0";"0";"0";"Rejeitadas as Emendas de Comissão nºs 1 a 11.";"2023-03-27T20:06:35";"Votação das Emendas de Comissão, com parecer pela rejeição.";"2023-03-27T19:52:38";"Parecer proferido em Plenário pela Relatora, Dep. Flávia Morais (PDT-GO), pela Comissão Mista do Congresso Nacional, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência da Medida Provisória nº 1.149, de 2022; pela constitucionalidade, juridicidade e boa técnica legislativa da Medida Provisória nº 1.149, de 2022, e das emendas a ela apresentadas perante a Comissão Mista; pela não implicação em aumento ou diminuição da receita ou da despesa públicas da Medida Provisória nº 1.149, de 2022, e das Emendas nºs 1 a 11, não cabendo pronunciamento quanto à sua adequação financeira e orçamentária; e, no mérito, pela aprovação da Medida Provisória nº 1.149, de 2022; e pela rejeição das emendas apresentadas perante a Comissão Mista.";"2353677";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2353677"
"2340309-29";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2340309-29";"2023-03-27";"2023-03-27T20:27:52";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"67389";"https://dadosabertos.camara.leg.br/api/v2/eventos/67389";"1";"0";"0";"0";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e à adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.";"2023-03-27T20:27:32";"Votação preliminar em turno único.";"2023-03-27T20:11:28";"Parecer proferido em Plenário pelo Relator, Dep. Daniel Soranz (PSD-RJ), pela Comissão Mista do Congresso Nacional, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência da Medida Provisória n° 1.142/2022; pela constitucionalidade, juridicidade e boa técnica legislativa da Medida Provisória n° 1.142/2022 e das Emendas n°s 1, 2, 3 e 4; pela compatibilidade e adequação financeira e orçamentária da MPV n° 1.142/2022 e das Emendas n°s 1, 2, 3 e 4; e, no mérito, pela aprovação da Medida Provisória n° 1.142/2022, na forma do Projeto de Lei de Conversão apresentado, e pela rejeição das Emendas n°s 1, 2, 3 e 4.";"2353690";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2353690"
"2340309-31";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2340309-31";"2023-03-27";"2023-03-27T20:30:41";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"67389";"https://dadosabertos.camara.leg.br/api/v2/eventos/67389";"1";"0";"0";"0";"Aprovada a Medida Provisória nº 1.142 de 2022, na forma do Projeto de Lei de Conversão.";"2023-03-27T20:28:21";"Votação, quanto ao mérito, em turno único.";"2023-03-27T20:11:28";"Parecer proferido em Plenário pelo Relator, Dep. Daniel Soranz (PSD-RJ), pela Comissão Mista do Congresso Nacional, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência da Medida Provisória n° 1.142/2022; pela constitucionalidade, juridicidade e boa técnica legislativa da Medida Provisória n° 1.142/2022 e das Emendas n°s 1, 2, 3 e 4; pela compatibilidade e adequação financeira e orçamentária da MPV n° 1.142/2022 e das Emendas n°s 1, 2, 3 e 4; e, no mérito, pela aprovação da Medida Provisória n° 1.142/2022, na forma do Projeto de Lei de Conversão apresentado, e pela rejeição das Emendas n°s 1, 2, 3 e 4.";"2353690";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2353690"
"2343384-35";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2343384-35";"2023-03-28";"2023-03-28T18:05:17";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"67417";"https://dadosabertos.camara.leg.br/api/v2/eventos/67417";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Nilto Tatto (PT-SP).";"2023-03-28T18:05:02";"Votação da Redação Final.";"2023-03-28T17:48:36";"Parecer proferido em Plenário pelo Relator, Dep. Nilto Tatto (PT-SP), pela Comissão Mista do Congresso Nacional, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e técnica legislativa; pela adequação financeira e orçamentária; e, no mérito, pela aprovação da Medida Provisória nº 1.145, de 2022, na forma do Projeto de Lei de Conversão apresentado.";"2353910";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2353910"
"2344542-34";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2344542-34";"2023-03-28";"2023-03-28T18:19:34";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"67417";"https://dadosabertos.camara.leg.br/api/v2/eventos/67417";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Dagoberto Nogueira (PSDB-MS).";"2023-03-28T18:18:47";"Votação da Redação Final.";"2023-03-28T18:08:32";"Parecer proferido em Plenário pelo Relator, Dep. Dagoberto Nogueira (PSDB-MS), pela Comissão Mista do Congresso Nacional, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e boa técnica legislativa da Medida Provisória n° 1.146/2022; pela compatibilidade e adequação financeira e orçamentária da Medida Provisória n° 1.146/2022; e, no mérito, pela aprovação da Medida Provisória n° 1.146/2022, na forma do Projeto de Lei de Conversão apresentado.";"2353922";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2353922"
"2352419-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2352419-2";"2023-03-28";"2023-03-28T14:00:21";"539388";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539388";"CASP";"67379";"https://dadosabertos.camara.leg.br/api/v2/eventos/67379";"1";"0";"0";"0";"Aprovado com alteração solicitada pelo autor, Deputado Stélio Dener, dos Ministros pelos representantes dos Ministérios e, com a inclusão de representante do Centro de Estudos das Relações de Trabalho e Desigualdades (CEERT) solicitada pela Deputada Carol Dartora.";"";"";"";"Apresentação do Requerimento n. 1/2023, pelo Deputado Defensor Stélio Dener (REPUBLIC/RR), que ""Requer a realização de Audiência Pública para discutir o Novo Arcabouço Fiscal"".";"0";""
"2352420-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2352420-2";"2023-03-28";"2023-03-28T14:05:40";"539388";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539388";"CASP";"67379";"https://dadosabertos.camara.leg.br/api/v2/eventos/67379";"1";"0";"0";"0";"Aprovado com inclusão de representante do SINAIT solicitada pelo Deputado Reimont, com inclusão de representante da CUT solicitada pela Deputada Carol Dartora, com inclusão de representante da SINASEFE solicitada pelo Deputado Rogério Correia e, com inclusão do Senhor Fabio Faiad, Presidente do SINAL, e do Senhor Isac Falcão, Presidente do Sindifisco Nacional, pela Deputada Alice Portugal.";"";"";"";"Apresentação do Requerimento n. 2/2023, pela Deputada Alice Portugal (PCdoB/BA -Fdr PT-PCdoB-PV), que ""Requer a realização de Audiência Pública da Comissão de Administração e Serviço Público da Câmara dos Deputados para discutir o reajuste salarial dos servidores públicos federais"".";"0";""
"2352457-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2352457-2";"2023-03-28";"2023-03-28T14:11:45";"539388";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539388";"CASP";"67379";"https://dadosabertos.camara.leg.br/api/v2/eventos/67379";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 3/2023, pelo Deputado Defensor Stélio Dener (REPUBLIC/RR), que ""Requer a realização de Audiência Pública para discutir a atual situação do enquadramento dos servidores pela Comissão Especial dos ex-Territórios Federais do Amapá, Rondônia e Roraima"".";"0";""
"2353358-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353358-2";"2023-03-28";"2023-03-28T14:13:28";"539388";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539388";"CASP";"67379";"https://dadosabertos.camara.leg.br/api/v2/eventos/67379";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 4/2023, pelo Deputado Rogério Correia (PT/MG -Fdr PT-PCdoB-PV), que ""Requer a realização de Audiência Pública para convidar a Exma. Sra. Esther Dweck Ministra de Estado da Gestão e da Inovação em Serviços Públicos, para apresentar o planejamento e ações de sua gestão no Ministério"".";"0";""
"2353362-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353362-2";"2023-03-28";"2023-03-28T14:14:05";"539388";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539388";"CASP";"67379";"https://dadosabertos.camara.leg.br/api/v2/eventos/67379";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 5/2023, pelo Deputado Rogério Correia (PT/MG -Fdr PT-PCdoB-PV), que ""Requer a realização de audiência pública destinada a debater a proposta de adesão do estado de Minas Gerais ao Regime de Recuperação Fiscal"".";"0";""
"2353463-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353463-3";"2023-03-28";"2023-03-28T14:16:21";"539388";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539388";"CASP";"67379";"https://dadosabertos.camara.leg.br/api/v2/eventos/67379";"1";"0";"0";"0";"Aprovado com inclusão do Senhor Isac Moreno Falcão, Presidente do Sindifisco, pela Deputado Carol Dartora.";"";"";"";"Apresentação do Requerimento n. 6/2023, pela Deputada Erika Kokay (PT/DF -Fdr PT-PCdoB-PV), que ""Requer a realização de audiência pública para debater a importância da Receita Federal para o desenvolvimento do Brasil.  "".";"0";""
"2353466-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353466-2";"2023-03-28";"2023-03-28T14:17:51";"539388";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539388";"CASP";"67379";"https://dadosabertos.camara.leg.br/api/v2/eventos/67379";"0";"0";"0";"0";"Subscritos pelo Deputado Reimont, Rogério Correia, Carol Dartora e Professora Luciene Cavalcante.";"";"";"";"Apresentação do Requerimento n. 7/2023, pela Deputada Erika Kokay (PT/DF -Fdr PT-PCdoB-PV), que ""Requer a realização de Audiência Pública para debater a necessidade da Reestatização da Eletrobrás.   "".";"0";""
"2353466-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353466-3";"2023-03-28";"2023-03-28T14:19:19";"539388";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539388";"CASP";"67379";"https://dadosabertos.camara.leg.br/api/v2/eventos/67379";"1";"0";"0";"0";"Aprovado com inclusão de um representante do Sintergia-RJ pelo Deputado Reimont.";"";"";"";"Apresentação do Requerimento n. 7/2023, pela Deputada Erika Kokay (PT/DF -Fdr PT-PCdoB-PV), que ""Requer a realização de Audiência Pública para debater a necessidade da Reestatização da Eletrobrás.   "".";"0";""
"2353467-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353467-2";"2023-03-28";"2023-03-28T14:21:11";"539388";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539388";"CASP";"67379";"https://dadosabertos.camara.leg.br/api/v2/eventos/67379";"1";"0";"0";"0";"Aprovado com a inclusão de representante da CNTE pelo Deputado Reimont.";"";"";"";"Apresentação do Requerimento n. 8/2023, pela Deputada Fernanda Melchionna (PSOL/RS -Fdr PSOL-REDE), que ""Requer a realização de audiência pública para discutir a Portaria SERGT/MGI n. 619/2023, que estabelece orientações e procedimentos no âmbito da Administração Pública sobre a redistribuição de cargos efetivos ocupados e vagos"".";"0";""
"2352399-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2352399-2";"2023-03-28";"2023-03-28T14:22:10";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"67394";"https://dadosabertos.camara.leg.br/api/v2/eventos/67394";"1";"0";"0";"0";"Aprovado com a inclusão do Presidente da Adepol do Brasil no rol de convidados. Subscrito pelos deputados Alberto Fraga, Capitão Alden, Marx Beltrão, Roberto Monteiro, Delegado Caveira.";"";"";"";"Apresentação do Requerimento n. 38/2023, pelo Deputado Alfredo Gaspar (UNIÃO/AL), que ""Requer a realização de Audiência Pública para debater o aumento das atividades de organizações criminosas faccionadas no enfrentamento ao Estado brasileiro e as medidas adotadas pela Secretaria Nacional de Políticas Penais – SENAPPEN para a interrupção da cadeia de comando dos líderes faccionados com suas respectivas organizações"".";"0";""
"2352461-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2352461-2";"2023-03-28";"2023-03-28T14:22:19";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"67394";"https://dadosabertos.camara.leg.br/api/v2/eventos/67394";"1";"0";"0";"0";"Aprovado. Suscrito pelos deputados Capitão Alden, Sargento Fahur, Coronel Ulysses, Marx Beltrão, Hélio Lopes, Roberto Monteiro, Delegado Caveira, Coronel Assis, Gilvan da Federal e Coronel Telhada.";"";"";"";"Apresentação do Requerimento n. 39/2023, pelo Deputado Kim Kataguiri (UNIÃO/SP), que ""Requer a realização de audiência pública para debater o Dia Nacional do Policial Penal a ser comemorado no dia 04 de dezembro de cada ano. "".";"0";""
"2352498-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2352498-2";"2023-03-28";"2023-03-28T14:22:29";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"67394";"https://dadosabertos.camara.leg.br/api/v2/eventos/67394";"1";"0";"0";"0";"Aprovado com a inclusão do Presidente da Adepol do Brasil no rol de convidados. Subscrito pelo deputado Cabo Gilberto Silva.";"";"";"";"Apresentação do Requerimento de Audiência Pública n. 40/2023, pelos Deputados Marcos Pollon (PL/MS) e Eduardo Bolsonaro PL, que ""Requer audiência pública para debater o recadastramento de armas no Sistema Nacional de Armas – SINARM"".";"0";""
"2353242-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353242-2";"2023-03-28";"2023-03-28T14:22:39";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"67394";"https://dadosabertos.camara.leg.br/api/v2/eventos/67394";"1";"0";"0";"0";"Aprovado. Subscrito pelo deputado Hélio Lopes.";"";"";"";"Apresentação do Requerimento de Audiência Pública n. 41/2023, pela Deputada Delegada Ione (AVANTE/MG), que ""Requer a realização de Audiência Pública para esclarecimentos das Autoridades de Segurança Pública, a respeito das investigações dos fatos ocorridos no dia 08 de Janeiro de 2023, na Capital Federal"".";"0";""
"2353401-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353401-2";"2023-03-28";"2023-03-28T14:22:48";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"67394";"https://dadosabertos.camara.leg.br/api/v2/eventos/67394";"1";"0";"0";"0";"Aprovado. Subscrito por todos os deputados da Comissão.";"";"";"";"Apresentação do Requerimento n. 42/2023, pelo Deputado Sanderson (PL/RS), que ""Requer informações ao Senhor Ministro da Justiça e Segurança Pública a respeito das ações adotadas pelo MJSP para a prevenção ao suicídio e apoio à saúde mental dos profissionais de segurança pública.  "".";"0";""
"2353502-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353502-2";"2023-03-28";"2023-03-28T14:22:56";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"67394";"https://dadosabertos.camara.leg.br/api/v2/eventos/67394";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação da Requerimento de Moção n. 43/2023, pela Deputada Delegada Ione (AVANTE/MG), que ""Requer Moção de Aplauso e Louvor às Mulheres Policiais do Estado de Minas Gerais, em razão dos relevantes serviços prestados no enfrentamento da violência e manutenção da ordem, em razão do mês da mulher"".";"0";""
"2353535-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353535-2";"2023-03-28";"2023-03-28T14:24:11";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"67394";"https://dadosabertos.camara.leg.br/api/v2/eventos/67394";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação da Requerimento de Moção n. 46/2023, pelo Deputado Gilvan da Federal (PL/ES), que ""Requero nos termos do art. 117 do Regimento Interno da Câmara dos Deputados, ouvido o Plenário desta Comissão, a manifestação de Louvor a Policial Militar Tamara Oakes oliveira, RG 24.544-4 lotada no 4° BPM - 1°CIA / ES que reagiu a uma tentativa de assalto e atirou contra o suspeito em legitima defesa, na manhã de quarta-feira 22/02/2023, em Vila Velha - ES. "".";"0";""
"2353540-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353540-2";"2023-03-28";"2023-03-28T14:26:48";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"67394";"https://dadosabertos.camara.leg.br/api/v2/eventos/67394";"1";"0";"0";"0";"Aprovado. Subscrito pelos deputados Coronel Meira, Delegado Palumbo, Delegado Fábio Costa, Roberto Monteiro, Hélio Lopes, Delegado Caveira e Pastor Henrique Vieira.";"";"";"";"Apresentação da Requerimento de Moção n. 48/2023, pela Deputada Silvia Waiãpi (PL/AP), que ""Requer Moção de Pesar pelo falecimento da professora Elisabeth Tenreiro, de 71 anos, vítima de um ataque a faca na Escola Estadual Thomázia Montoro, na Vila Sônia, na zona oeste de São Paulo"".";"0";""
"2353470-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353470-2";"2023-03-28";"2023-03-28T14:28:37";"539388";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539388";"CASP";"67379";"https://dadosabertos.camara.leg.br/api/v2/eventos/67379";"1";"0";"0";"0";"Aprovado com inclusão de representante da APAMPESP - Associação dos Professores Aposentados do Ministério Público de São Paulo pelo Deputado Professor Paulo Fernando e, com inclusão de representantes da CUT, APP Sindicato do PR, CNTE e CONDSEF pela Deputada Carol Dartora.";"2023-03-28T14:29:27";"Subscrito pelos Deputados Professor Paulo Fernando e Carol Dartora.";"";"Apresentação do Requerimento n. 9/2023, pela Deputada Professora Luciene Cavalcante (PSOL/SP), que ""Requer a realização de Audiência Pública para debater a Emenda Constitucional nº 103/2019 que autorizou o confisco de aposentadorias dos servidores públicos e pensionistas que recebem abaixo do teto do Regime Geral do INSS
"".";"0";""
"2353542-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353542-2";"2023-03-28";"2023-03-28T14:33:48";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"67394";"https://dadosabertos.camara.leg.br/api/v2/eventos/67394";"1";"0";"0";"0";"Aprovado. Subscrito pelos deputados Sargento Fahur, Sargento Gonçalves, Coronel Ulysses, Coronel Telhada, Coronel Meira, Delegado Caveira e Hélio Lopes.";"";"";"";"Apresentação da Requerimento de Moção n. 50/2023, pelo Deputado Gilvan da Federal (PL/ES), que ""Requer a manifestação de Moção em Louvor a Policia Federal por ter evitado atentados contra a vida de Autoridades e Familiares em março de 2023"".";"0";""
"2353543-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353543-2";"2023-03-28";"2023-03-28T14:41:09";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"67394";"https://dadosabertos.camara.leg.br/api/v2/eventos/67394";"1";"0";"0";"0";"Aprovado. Subscrito pelos deputados Sargento Fahur, Delegado Caveira, Osmar Terra, Coronel Telhada, Coronel Assis, Hélio Lopes, Gilvan da Federal, Capitão Alden, Welter, General Pazuello, Delegado Fábio Costa, Coronel Meira e Coronel Ulysses.";"";"";"";"Apresentação do Requerimento de Audiência Pública n. 51/2023, pelos Deputados Delegado da Cunha (PP/SP) e Sanderson PL, que ""Requer a realização de Audiência Pública, no âmbito da Comissão de Segurança Pública e Combate ao Crime Organizado, com a presença do Sr. Rafael Velasco Brandani, Secretário Nacional de Políticas Penais – SENAPPEN, do Sr. Lincoln Gakiya, Promotor de Justiça do Ministério Público de São Paulo, do Sr. Fábio Pinheiro Lopes, Diretor do Departamento Estadual de Investigações Criminais de São Paulo – DEIC, Sr. Roberto Medina, Coordenador da CROEST – Coordenadoria de Unidades Prisionais da Região Oeste de São Paulo, e do Sr. Marcelo Streifinger, Secretário da Administração Penitenciária de São Paulo, para o fim de debater e apresentar propostas para o combate efetivo e coordenado às ações da facções criminosas no País, em especial diante dos graves fatos recentemente ocorridos no Estado do Rio Grande do Norte e o plano de sequestro e atentado contra a vida do Sr. Senador Sérgio Moro e sua Família pela facção criminosa PCC"".";"0";""
"2353471-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353471-5";"2023-03-28";"2023-03-28T15:00:55";"539388";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539388";"CASP";"67379";"https://dadosabertos.camara.leg.br/api/v2/eventos/67379";"1";"0";"0";"0";"Aprovado.";"2023-03-28T14:31:39";"Subscrito pela Deputada Carol Dartora.";"";"Apresentação do Requerimento n. 10/2023, pela Deputada Professora Luciene Cavalcante (PSOL/SP), que ""Requer a realização de Audiência Pública para debater a Lei Complementar nº 173/2020 que congelou  a contagem de tempo para fins de anuênios, triênios, quinquênios, sexta parte, licença-prêmio e demais mecanismos equivalentes para servidores públicos"".";"0";""
"2351922-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351922-4";"2023-03-28";"2023-03-28T15:00:56";"539384";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539384";"CPOVOS";"67398";"https://dadosabertos.camara.leg.br/api/v2/eventos/67398";"1";"0";"0";"0";"Aprovado.
Subscreveram os Dep. Josenildo (PDT/AP) e Defensor Stélio Dener (Republicanos/RR).
Fizeram uso da palavra a Dep. Silvia Waiãpi (PL/AP) e Airton Faleiro (PT/PA).";"";"";"";"Apresentação do Requerimento n. 5/2023, pelos Deputados Túlio Gadêlha (REDE/PE -Fdr PSOL-REDE) e Airton Faleiro PT, que ""Requer a realização de audiência pública na Comissão da Amazônia e dos Povos Originários e Tradicionais para tratar dos Desafios do Atendimento à Saúde de Indígenas aldeados e urbanos"".";"0";""
"2353421-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353421-2";"2023-03-28";"2023-03-28T15:03:50";"539384";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539384";"CPOVOS";"67398";"https://dadosabertos.camara.leg.br/api/v2/eventos/67398";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 6/2023, pela Deputada Silvia Waiãpi (PL/AP), que ""Requer pedido de informações à FUNAI – Fundação Nacional dos Povos Indígenas, acerca da homologação de Pistas de Pouso e Decolagem em Território Indígena.

"".";"0";""
"2353523-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353523-2";"2023-03-28";"2023-03-28T15:07:05";"539384";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539384";"CPOVOS";"67398";"https://dadosabertos.camara.leg.br/api/v2/eventos/67398";"1";"0";"0";"0";"Aprovado.
Subscreveu a Dep. Julliana Cardoso (PT/SP).";"";"";"";"Apresentação do Requerimento n. 7/2023, pela Deputada Célia Xakriabá (PSOL/MG -Fdr PSOL-REDE), que ""Requer a realização de Audiência Pública para discutir sobre as violências cometidas contra o Povo Pataxó, no extremo sul da Bahia"".";"0";""
"2353525-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353525-2";"2023-03-28";"2023-03-28T15:11:28";"539384";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539384";"CPOVOS";"67398";"https://dadosabertos.camara.leg.br/api/v2/eventos/67398";"1";"0";"0";"0";"Aprovado.
Subscreveram os Dep. Airton Faleiro (PT/PA) e Juliana Cardoso (PT/SP).
Fizeram uso da palavra os Dep. Defensor Stélio Dener (Republicanos/RR) e Airton Faleiro (PT/PA).";"";"";"";"Apresentação do Requerimento para realização ou participação em Seminário ou outros Eventos n. 8/2023, pela Deputada Célia Xakriabá (PSOL/MG -Fdr PSOL-REDE), que ""Requer a realização do I Seminário dos Povos Originários no Congresso Nacional"".";"0";""
"2353526-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353526-2";"2023-03-28";"2023-03-28T15:19:32";"539384";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539384";"CPOVOS";"67398";"https://dadosabertos.camara.leg.br/api/v2/eventos/67398";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 9/2023, pela Deputada Célia Xakriabá (PSOL/MG -Fdr PSOL-REDE), que ""Requer a realização de audiência pública na Comissão da Amazônia e dos Povos Originários e Tradicionais para tratar das graves violações de direitos humanos cometidas contra povos indígenas durante a ditadura militar"".";"0";""
"2353541-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353541-2";"2023-03-28";"2023-03-28T15:23:29";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"67394";"https://dadosabertos.camara.leg.br/api/v2/eventos/67394";"1";"0";"0";"0";"Aprovado, com coautoria dos deputados Tenente Coronel Zucco e Silvia Waiãpi. Votaram contra os deputados Pastor Henrique Vieira, Welter, Delegada Adriana Accorsi, Dr. Francisco e Dimas Gadelha. Subscrito pelos deputados Sargento Gonçalves, Sargento Fahur, Coronel Ulysses, Osmar Terra, Delegada Ione, Hélio Lopes, Coronel Telhada, Delegado Palumbo, Coronel Meira e General Pazuello.";"";"";"";"Apresentação da Requerimento de Moção n. 49/2023, pelo Deputado Gilvan da Federal (PL/ES), que ""Requero nos termos do art. 117 do Regimento Interno da Câmara dos Deputados, ouvido o Plenário desta Comissão, a manifestação de repúdio pela falta de decoro do presidente Luiz Inácio Lula da Silva"".";"0";""
"2353527-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353527-2";"2023-03-28";"2023-03-28T15:27:23";"539384";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539384";"CPOVOS";"67398";"https://dadosabertos.camara.leg.br/api/v2/eventos/67398";"1";"0";"0";"0";"Aprovado.
Subscreveram os Dep. Josenildo (PDT/AP), Juliana Cardoso (PT/SP) e Defensor Stélio Dener (Republicanos/RR).
Uso da Palavra: Dep. Silvia Waiãpi (PL/AP)";"";"";"";"Apresentação do Requerimento n. 10/2023, pela Deputada Célia Xakriabá (PSOL/MG -Fdr PSOL-REDE), que ""Requer a realização de Audiência Pública para discutir sobre as violências cometidas contra crianças e adolescentes indígenas no Brasil"".";"0";""
"2353547-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353547-2";"2023-03-28";"2023-03-28T15:30:11";"539384";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539384";"CPOVOS";"67398";"https://dadosabertos.camara.leg.br/api/v2/eventos/67398";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 11/2023, pela Deputada Célia Xakriabá (PSOL/MG -Fdr PSOL-REDE), que ""Requer realização de Audiência Pública para tratar acerca da Resolução Conjunta SEDESE/SEMAD nº 01/2022, que regulamenta a Convenção nº 169 da OIT no Estado de Minas Gerais, com escuta específica de Povos e Comunidades Tradicionais, garantindo representações territoriais
"".";"0";""
